id,test,purchase,site,impressions,income,gender,gamer
18005,0,0,site2,13,50,1,0
54605,1,0,site2,26,40,0,0
15447,1,0,site2,217,30,1,1
46456,1,1,site2,6,50,1,1
16373,0,0,site2,187,70,1,1
10284,0,0,site2,73,50,1,0
101,1,0,site2,0,50,1,1
21436,1,0,site2,10,60,1,0
3070,1,0,site2,82,50,0,1
34865,1,0,site2,73,50,1,1
37088,0,0,site2,51,60,1,1
41595,1,0,site2,2,50,1,0
6222,1,0,site2,86,70,1,1
58362,1,1,site2,211,50,0,1
36867,1,0,site2,1,40,1,1
32863,1,0,site2,36,40,1,1
61899,1,1,site2,133,40,1,1
54666,1,0,site2,81,50,0,1
14866,1,0,site2,5,40,0,1
13984,1,0,site2,44,50,1,1
20790,1,0,site2,3,60,0,0
2544,1,0,site2,2,70,1,1
22953,1,0,site2,31,70,1,0
28986,1,0,site2,82,30,1,1
43294,1,0,site2,232,50,1,1
55906,0,0,site2,0,50,1,1
1202,1,0,site2,365,80,1,0
2632,1,0,site2,0,50,1,1
58384,0,0,site2,2,40,1,1
60162,1,0,site2,2,30,1,1
490,1,0,site2,34,50,1,0
15455,1,0,site2,327,40,0,1
28650,1,0,site2,0,60,1,1
51738,1,0,site2,2,70,1,1
18281,1,0,site2,13,60,1,1
51536,1,0,site2,34,40,1,1
47248,1,0,site2,36,60,0,1
58101,0,0,site2,315,30,1,0
36211,1,0,site2,3,80,0,1
9363,1,0,site2,12,50,1,1
51638,1,0,site2,14,40,0,1
14975,1,0,site2,38,70,0,0
29610,0,0,site2,171,40,0,1
57452,1,0,site2,19,30,0,1
58408,0,0,site2,27,60,1,0
17891,1,0,site2,10,60,1,1
50027,1,0,site2,14,40,1,0
56279,0,0,site2,9,50,1,0
58418,1,0,site2,0,60,0,0
14873,1,1,site2,43,50,1,1
23397,1,0,site2,125,70,1,1
61461,0,0,site2,21,50,0,0
54036,0,0,site2,13,70,1,1
34250,1,0,site2,116,50,1,0
58528,1,0,site2,0,60,1,1
29319,1,1,site2,367,70,1,1
51498,1,1,site2,172,30,1,1
65801,1,0,site2,0,30,0,1
58430,1,0,site2,42,40,1,0
65872,1,0,site2,65,30,1,1
37340,1,0,site2,255,50,1,1
10694,1,0,site2,250,70,0,1
16749,1,0,site2,386,40,1,0
35976,0,0,site2,43,50,1,1
56868,1,0,site2,20,70,0,0
15473,1,1,site2,95,100,0,1
57061,0,0,site2,111,40,0,1
7088,1,0,site2,0,50,1,0
59505,1,0,site2,1,60,1,1
47884,1,0,site2,351,50,1,0
24914,0,0,site2,2,60,1,1
62575,1,0,site2,6,50,1,1
6818,1,0,site2,0,50,1,1
1900,0,0,site2,53,70,1,1
2069,1,0,site2,186,40,1,1
53413,1,0,site2,268,40,0,0
58450,0,0,site2,4,40,1,1
24534,0,0,site2,0,40,1,0
7996,1,0,site2,16,50,0,1
41463,0,0,site2,8,50,1,1
14215,1,0,site2,0,50,1,1
13189,0,0,site2,0,50,1,0
43315,1,0,site2,329,50,1,1
53879,1,0,site2,83,50,0,1
43927,1,0,site2,4,70,1,1
66366,0,0,site2,106,30,0,1
29013,0,0,site2,5,50,1,0
67371,1,0,site2,3,50,1,1
20148,0,0,site2,168,50,1,0
39654,1,0,site2,258,50,1,1
63672,1,0,site2,10,50,1,0
18161,1,0,site2,8,30,1,1
50474,0,0,site2,0,60,1,1
40095,0,0,site2,27,50,1,0
4170,1,0,site2,14,50,0,1
62491,1,0,site2,176,50,1,0
26990,0,0,site2,81,60,1,1
12710,1,0,site2,101,60,1,0
19244,1,0,site2,38,40,1,1
56651,0,0,site2,7,60,1,1
24648,1,0,site2,175,30,1,1
16434,1,0,site2,320,50,1,1
28116,1,0,site2,57,80,0,0
53553,1,0,site2,37,60,1,1
54946,0,0,site2,6,60,0,1
48968,1,0,site2,194,60,1,1
52957,0,0,site2,381,40,1,1
19963,0,0,site2,0,70,0,1
32679,0,0,site2,0,40,1,0
14107,1,1,site2,0,50,0,1
60223,1,0,site2,32,50,1,0
35553,1,0,site2,42,70,1,1
61771,1,0,site2,136,60,1,1
58517,1,0,site2,0,60,1,0
921,1,0,site2,0,40,1,0
2213,1,0,site2,29,30,1,1
42826,1,0,site2,1,60,1,1
45126,0,0,site2,17,50,1,1
5111,1,0,site2,4,50,0,1
44638,0,0,site2,46,30,0,0
780,1,0,site2,0,30,1,0
58529,1,0,site2,341,60,1,0
58531,0,0,site2,0,60,1,0
65334,1,0,site2,14,60,0,1
18627,0,0,site2,401,60,1,1
54930,0,0,site2,33,50,1,1
58535,1,0,site2,23,30,1,0
25839,1,0,site2,49,50,0,1
25505,0,0,site2,0,50,0,1
58539,0,0,site2,1,60,1,0
38895,1,0,site2,12,60,1,0
59328,1,0,site2,207,50,1,1
31903,1,0,site2,276,40,1,1
19258,1,0,site2,8,40,0,0
58545,0,0,site2,6,50,1,0
2202,1,0,site2,0,60,1,1
58548,1,0,site2,2,40,1,1
42668,1,0,site2,131,60,1,1
41047,1,0,site2,6,60,1,1
39567,1,0,site2,74,70,1,1
32570,0,1,site2,17,70,0,0
41817,1,0,site2,1,60,0,1
43285,1,0,site2,0,50,0,1
61622,0,0,site2,36,70,0,1
51523,1,0,site2,12,50,0,1
64093,1,0,site2,0,60,1,1
24141,0,0,site2,0,50,1,1
27485,0,0,site2,1,60,0,1
27970,1,0,site2,2,50,1,0
55344,1,0,site2,170,60,1,0
15894,1,0,site2,14,70,1,1
21855,1,0,site2,182,90,0,1
46475,1,0,site2,0,40,1,1
58576,0,0,site2,51,30,1,1
53291,0,0,site2,0,50,0,1
58578,0,0,site2,0,50,1,0
10687,1,0,site2,1,50,1,1
55877,0,0,site2,0,50,1,1
63526,1,0,site2,0,60,1,1
9958,0,0,site2,3,60,0,0
61400,0,0,site2,131,50,0,0
57231,0,0,site2,21,80,1,1
58587,0,0,site2,1,50,1,1
48346,1,0,site2,154,40,1,1
66569,1,0,site2,8,50,1,1
62105,0,0,site2,0,60,0,0
39196,0,0,site2,9,60,1,1
34911,0,0,site2,17,30,0,1
58603,0,1,site2,0,40,0,0
41090,0,0,site2,27,50,1,1
58607,1,0,site2,96,70,1,0
58608,1,0,site2,8,60,1,1
7949,1,0,site2,243,50,0,0
62716,1,0,site2,57,60,1,0
20797,1,0,site2,2,50,1,1
49530,1,0,site2,6,80,1,0
61409,1,0,site2,3,50,0,1
43265,0,0,site2,150,40,1,1
2185,1,0,site2,13,50,1,1
22255,1,0,site2,37,30,1,1
27760,1,0,site2,47,40,1,1
2183,1,0,site2,20,40,1,1
48746,1,0,site2,0,60,0,1
5081,1,0,site2,29,60,0,1
25181,1,0,site2,217,60,1,1
44114,1,0,site2,23,50,0,1
27843,1,0,site2,209,70,1,1
58630,1,0,site2,0,50,1,0
66406,1,0,site2,102,40,1,1
39235,1,0,site2,6,50,1,1
7897,1,0,site2,49,40,0,1
58638,0,1,site2,129,60,0,0
15864,1,0,site2,72,50,1,1
53857,1,0,site2,83,70,1,1
12462,0,0,site2,27,50,1,1
15802,0,0,site2,2,60,1,0
5054,1,0,site2,4,40,1,0
250,1,0,site2,315,50,1,1
42379,1,0,site2,7,50,1,0
25382,0,0,site2,26,60,1,1
58647,0,0,site2,15,50,1,1
58648,1,0,site2,0,60,1,0
33530,1,0,site2,123,40,1,1
9160,1,0,site2,8,40,1,1
16687,1,0,site2,83,50,0,1
20927,0,0,site2,39,30,1,1
58654,1,0,site2,22,40,1,1
9064,1,0,site2,183,60,1,1
32564,1,0,site2,133,40,1,0
62749,0,0,site2,4,40,1,1
58660,0,0,site2,6,70,1,0
42765,1,0,site2,54,60,1,0
41444,1,0,site2,0,60,1,1
22450,1,0,site2,0,40,1,1
58664,0,0,site2,27,40,0,1
45954,1,0,site2,1,50,1,1
10160,1,0,site2,10,60,1,1
40752,1,0,site2,26,40,0,1
19240,1,0,site2,125,40,1,1
58670,0,0,site2,21,70,0,0
9470,1,0,site2,183,30,0,1
46600,1,0,site2,0,40,1,1
12403,0,0,site2,165,60,1,0
6239,1,0,site2,383,50,0,0
18449,1,0,site2,210,40,0,1
46666,1,0,site2,360,50,1,1
59648,1,0,site2,84,50,1,1
9725,1,0,site2,21,50,0,0
12579,1,0,site2,42,40,1,0
1637,1,1,site2,61,60,0,1
39100,1,0,site2,32,50,1,1
9147,1,0,site2,0,40,0,0
12709,0,0,site2,54,70,1,1
56598,1,1,site2,20,70,1,1
45662,1,0,site2,0,50,1,0
30753,1,0,site2,99,50,1,0
53297,0,0,site2,15,50,1,0
61585,1,0,site2,56,50,1,1
29449,1,0,site2,3,60,0,0
58702,1,0,site2,27,50,0,1
50971,1,0,site2,1,60,1,0
59506,1,0,site2,20,60,1,1
49581,0,0,site2,86,50,1,0
10281,1,0,site2,80,40,1,1
45037,1,0,site2,30,60,0,1
2151,1,0,site2,0,50,1,1
40694,1,0,site2,15,50,1,1
58719,0,0,site2,10,40,1,0
53586,1,0,site2,11,40,1,0
28492,1,0,site2,304,50,1,1
25515,0,0,site2,69,40,1,1
58723,0,0,site2,349,50,1,0
62570,0,0,site2,49,30,1,0
1841,1,0,site2,0,50,1,1
58730,1,0,site2,51,70,0,1
54783,1,0,site2,4,50,1,1
40299,1,0,site2,16,50,1,1
40678,1,0,site2,191,60,1,1
57924,1,0,site2,0,40,0,1
51992,1,0,site2,9,40,1,1
12249,0,0,site2,208,70,1,0
39051,1,0,site2,0,50,0,0
23357,1,0,site2,207,50,1,1
52594,1,0,site2,8,40,1,0
54621,1,0,site2,3,60,1,1
36070,0,0,site2,26,60,1,1
19605,0,0,site2,310,40,1,0
6310,1,0,site2,68,60,1,1
37977,1,0,site2,292,50,1,1
21069,1,1,site2,12,60,1,1
46791,1,0,site2,7,50,1,1
40103,0,0,site2,8,40,0,1
37185,1,0,site2,10,40,0,0
65775,1,0,site2,246,50,0,0
42894,1,0,site2,39,50,1,1
18300,1,0,site2,1,50,0,1
11055,0,0,site2,0,60,1,0
2141,1,0,site2,15,50,1,0
61200,0,0,site2,120,40,0,1
39116,0,0,site2,398,60,1,1
58771,0,0,site2,0,50,0,1
44361,1,0,site2,0,50,0,1
30394,1,0,site2,0,30,1,1
23266,1,0,site2,43,50,1,1
28361,1,0,site2,94,30,1,1
58778,1,0,site2,246,50,0,1
9157,1,0,site2,21,40,1,1
45188,1,0,site2,9,40,0,1
24377,1,0,site2,16,50,1,0
33559,0,0,site2,7,50,1,1
40227,1,0,site2,36,30,0,1
2136,1,0,site2,16,70,1,0
12346,1,0,site2,57,30,1,0
8346,1,1,site2,105,60,1,1
58794,0,0,site2,151,30,1,1
16983,1,1,site2,9,50,0,1
43475,1,0,site2,3,50,1,0
25826,1,0,site2,8,30,1,1
37861,1,0,site2,19,40,0,1
67247,1,0,site2,78,60,1,1
36353,1,0,site2,365,40,1,0
22406,0,0,site2,25,40,1,1
47334,0,0,site2,156,80,1,1
58807,0,0,site2,282,60,1,1
2307,1,0,site2,6,40,1,1
44692,1,0,site2,0,50,1,1
43522,1,0,site2,56,50,1,0
14581,1,0,site2,23,50,0,1
27911,0,0,site2,74,60,1,0
5842,1,1,site2,90,50,1,1
7851,1,1,site2,11,50,1,1
58821,1,0,site2,3,50,1,1
31040,1,0,site2,141,50,0,1
35796,1,0,site2,24,50,1,1
16157,1,1,site2,60,80,1,0
12224,1,0,site2,82,40,1,1
56631,1,0,site2,7,60,1,1
41196,1,1,site2,10,60,1,1
3793,0,0,site2,207,60,1,0
58829,0,1,site2,1,70,1,0
67395,1,1,site2,0,70,1,1
23407,0,0,site2,64,50,1,0
9724,0,0,site2,8,50,1,1
33746,0,0,site2,8,50,1,1
44831,0,0,site2,298,60,0,0
55890,1,0,site2,59,40,1,0
57116,1,0,site2,2,30,1,1
52397,1,0,site2,8,50,1,0
39299,1,0,site2,28,60,0,1
58678,1,0,site2,0,40,1,1
6018,1,0,site2,269,40,1,0
18945,0,0,site2,1,60,1,1
5421,1,0,site2,51,50,1,0
28914,1,0,site2,3,50,1,0
21820,0,0,site2,315,70,0,1
65765,1,0,site2,140,30,0,0
23026,1,0,site2,67,50,1,0
35361,0,0,site2,146,60,1,0
52798,1,0,site2,240,60,0,1
54804,1,0,site2,0,60,1,0
48241,1,0,site2,10,40,1,1
33967,1,0,site2,258,50,0,0
30535,0,1,site2,0,80,1,1
43201,1,0,site2,21,40,1,0
48251,1,0,site2,218,50,1,0
58878,1,0,site2,15,60,0,0
34677,0,0,site2,180,50,1,1
42383,1,0,site2,12,50,1,1
45915,0,0,site2,0,60,1,1
10132,1,0,site2,43,50,1,1
39967,1,0,site2,43,60,0,1
58885,0,0,site2,11,60,1,0
58886,1,0,site2,173,40,1,1
58887,0,0,site2,43,50,1,1
40325,0,0,site2,12,50,1,1
13657,1,0,site2,3,30,0,1
61311,0,0,site2,235,60,1,0
65445,1,0,site2,15,40,1,1
41721,1,0,site2,27,40,1,0
187,0,0,site2,107,40,1,0
37976,1,0,site2,16,60,0,0
58900,0,0,site2,1,50,0,1
33458,1,0,site2,39,80,0,0
58472,0,0,site2,10,60,0,0
62384,1,0,site2,0,20,0,0
2113,0,0,site2,235,50,0,1
29658,1,0,site2,9,60,1,0
15056,1,0,site2,0,60,1,1
1367,1,0,site2,46,60,1,1
62741,1,0,site2,67,40,1,0
44489,1,0,site2,17,30,1,0
20011,0,0,site2,0,40,1,0
50711,1,0,site2,2,40,1,0
58920,1,0,site2,25,20,1,1
41813,1,0,site2,349,50,1,0
16823,1,0,site2,8,60,1,1
56513,1,1,site2,23,40,1,1
10728,0,0,site2,215,60,0,0
65293,1,0,site2,12,40,0,0
26885,0,0,site2,1,50,1,1
26602,1,0,site2,317,60,0,0
37307,0,0,site2,0,50,1,0
51455,0,0,site2,8,40,0,1
33407,1,0,site2,0,40,1,0
29253,0,0,site2,74,50,0,1
60059,1,0,site2,0,50,1,1
55256,0,0,site2,0,60,0,0
27958,1,0,site2,219,60,1,0
25900,1,0,site2,141,50,0,0
2968,0,0,site2,96,50,1,1
58942,1,0,site2,0,70,1,0
36426,0,0,site2,96,40,0,0
63382,1,0,site2,22,40,1,1
18149,0,0,site2,0,50,1,1
40481,1,0,site2,22,40,1,1
58956,0,0,site2,8,50,1,1
2097,1,0,site2,2,40,0,1
6136,1,0,site2,167,50,1,1
30890,1,0,site2,0,70,1,0
53238,1,0,site2,0,40,0,1
27671,1,0,site2,32,40,0,1
850,1,0,site2,150,60,0,1
57916,1,1,site2,10,50,1,1
32795,1,0,site2,0,50,1,0
20841,1,0,site2,0,60,1,1
38507,1,0,site2,19,60,0,0
10477,1,1,site2,34,50,0,1
53556,1,0,site2,3,40,1,1
43142,1,0,site2,20,30,0,1
64026,1,0,site2,255,70,1,0
60589,0,0,site2,43,50,1,0
2091,0,0,site2,4,40,1,1
67561,1,0,site2,84,60,1,1
100,1,0,site2,3,30,1,1
2470,1,1,site2,12,90,1,1
17052,1,0,site2,6,50,1,0
36569,1,0,site2,52,40,1,1
42536,1,0,site2,216,30,1,1
26518,1,0,site2,0,60,1,1
22882,1,0,site2,137,50,1,1
60949,0,0,site2,3,50,1,1
53148,1,0,site2,22,50,0,0
2083,1,0,site2,12,60,1,1
10495,0,0,site2,8,50,1,0
35192,1,0,site2,323,60,1,1
54647,1,0,site2,270,40,0,0
3522,1,0,site2,88,40,1,0
46954,1,0,site2,7,40,1,0
58998,0,0,site2,240,30,1,1
12273,1,0,site2,1,60,1,1
10600,1,0,site2,15,40,1,0
59001,1,0,site2,13,40,1,1
57455,1,0,site2,166,60,1,1
20089,1,0,site2,267,50,1,0
2077,0,0,site2,371,60,1,0
52010,1,0,site2,54,50,1,1
36495,0,0,site2,10,50,0,1
22102,1,0,site2,1,60,0,1
37524,1,0,site2,11,30,1,0
52097,1,0,site2,0,50,0,1
37428,1,1,site2,67,80,0,1
46887,1,0,site2,163,70,1,1
16247,1,0,site2,354,70,1,1
26837,1,0,site2,6,40,1,0
46298,0,0,site2,235,50,0,1
46037,1,0,site2,0,50,1,1
23036,1,0,site2,4,40,0,0
12272,1,0,site2,246,50,1,1
12965,0,0,site2,24,50,1,1
59041,1,0,site2,50,30,0,1
57043,1,0,site2,28,50,0,1
14809,1,0,site2,56,50,1,0
56749,0,0,site2,57,50,0,1
64623,0,0,site2,210,60,0,1
28805,1,0,site2,13,40,1,0
59055,1,0,site2,34,60,0,0
43950,1,0,site2,57,50,0,1
6843,0,0,site2,0,50,1,1
31332,1,0,site2,74,40,1,0
56,1,0,site2,374,50,1,1
59065,1,0,site2,86,60,0,0
27817,1,1,site2,4,60,1,1
29468,1,0,site2,11,50,1,0
46233,0,0,site2,33,50,1,0
44574,1,0,site2,50,50,1,0
14232,0,0,site2,10,50,1,1
16066,1,0,site2,54,60,1,1
40999,1,0,site2,33,50,0,0
27977,1,0,site2,5,50,1,1
1514,1,0,site2,0,50,1,0
47622,1,0,site2,55,60,1,1
19500,0,0,site2,290,60,1,0
26025,1,0,site2,13,60,1,0
32098,0,0,site2,6,40,1,0
57393,1,0,site2,80,50,1,0
59083,1,0,site2,0,60,1,0
65729,0,0,site2,91,50,0,1
47274,1,0,site2,7,60,1,1
58438,0,0,site2,0,40,1,0
59087,1,0,site2,25,70,0,1
24121,0,0,site2,17,60,1,0
59092,0,0,site2,9,40,1,0
524,0,0,site2,337,60,1,1
14494,1,0,site2,14,50,1,0
59099,0,0,site2,84,50,0,1
63906,1,1,site2,285,50,1,1
50997,0,0,site2,21,30,1,0
2696,1,0,site2,0,50,1,1
65967,1,0,site2,248,60,1,0
8185,1,0,site2,8,70,1,1
59105,1,0,site2,159,40,1,0
30241,1,0,site2,189,60,0,1
64544,0,0,site2,403,40,1,0
5661,1,0,site2,123,70,1,1
59997,1,0,site2,3,50,1,1
432,1,0,site2,0,60,1,0
26570,1,0,site2,12,50,1,1
64111,1,0,site2,353,40,0,1
50730,1,0,site2,41,50,1,1
38586,1,0,site2,19,60,1,1
65180,1,0,site2,142,40,1,1
59117,1,0,site2,31,60,0,0
47623,1,0,site2,8,40,1,0
67534,1,0,site2,32,30,1,1
11428,0,0,site2,152,80,1,1
36806,0,0,site2,13,40,0,1
42167,1,0,site2,2,60,1,0
19532,1,0,site2,11,70,1,1
66502,1,0,site2,49,50,1,1
13377,1,0,site2,47,40,1,0
31901,1,0,site2,125,40,0,1
3672,1,0,site2,3,40,0,1
13473,0,0,site2,3,40,0,0
19613,1,0,site2,2,80,1,0
10849,0,0,site2,165,40,0,1
3401,1,0,site2,399,40,0,1
44028,1,0,site2,25,70,0,1
3749,1,0,site2,53,90,1,0
31144,1,0,site2,0,70,1,1
2050,1,1,site2,367,70,1,1
61351,1,0,site2,89,60,1,1
40458,1,0,site2,108,50,1,1
37668,1,0,site2,84,40,1,1
64167,0,0,site2,0,60,1,0
15820,1,0,site2,399,50,1,0
59155,0,0,site2,1,70,0,1
18116,1,1,site2,1,50,1,1
29329,1,0,site2,11,40,1,1
64600,1,0,site2,36,50,0,0
10763,1,0,site2,31,40,1,1
4092,1,0,site2,0,50,1,1
7251,1,0,site2,2,60,1,1
66038,0,0,site2,143,50,1,0
50376,1,0,site2,66,60,0,0
65722,1,0,site2,119,50,1,0
7207,1,0,site2,27,30,1,0
46153,1,0,site2,0,60,0,1
35863,1,0,site2,11,40,1,1
28441,1,0,site2,2,30,1,1
54106,0,0,site2,62,70,0,1
19180,0,0,site2,33,50,1,1
52434,0,0,site2,0,50,1,1
29219,0,0,site2,10,50,1,1
42862,0,0,site2,48,50,1,0
42865,1,0,site2,51,60,1,1
59187,1,0,site2,107,50,0,1
28774,0,0,site2,1,50,1,1
37258,1,0,site2,36,50,1,1
65143,0,0,site2,0,60,1,1
54045,0,0,site2,10,50,0,0
52497,1,0,site2,0,60,0,1
67614,0,0,site2,397,70,0,0
4591,1,0,site2,81,50,1,0
30582,0,0,site2,48,60,1,1
14586,1,0,site2,2,40,1,1
59205,1,0,site2,284,40,0,1
927,1,0,site2,105,50,1,1
59206,1,0,site2,238,50,1,1
456,0,0,site2,15,40,1,1
33638,1,0,site2,166,70,1,1
19673,1,0,site2,1,30,1,1
67736,1,0,site2,28,40,1,1
59210,1,0,site2,5,50,1,1
59211,0,0,site2,12,40,1,0
65712,1,0,site2,11,30,1,1
15859,1,0,site2,0,30,0,0
59215,1,0,site2,59,50,0,1
59216,1,0,site2,25,50,1,0
48308,1,0,site2,5,50,1,1
34710,1,0,site2,49,60,0,0
16773,1,1,site2,69,60,0,1
43891,1,0,site2,111,40,0,1
3409,1,0,site2,22,70,0,0
61729,1,0,site2,7,70,0,0
6868,0,0,site2,0,50,1,1
45384,1,0,site2,0,50,1,1
59232,1,0,site2,7,50,0,1
59233,1,0,site2,5,50,0,1
3611,1,0,site2,96,60,0,0
35282,1,0,site2,10,50,1,0
14579,1,0,site2,9,60,1,0
36154,1,0,site2,116,60,0,1
59243,1,0,site2,98,70,1,1
39789,0,0,site2,14,40,1,0
32642,1,0,site2,107,50,0,0
57688,0,0,site2,123,50,1,1
3945,0,0,site2,1,60,1,1
67682,1,0,site2,28,50,1,1
62452,1,0,site2,0,40,1,1
45271,0,0,site2,12,40,1,1
27442,1,0,site2,146,60,1,1
57591,1,0,site2,26,80,1,0
3189,0,0,site2,0,30,1,1
10102,0,0,site2,3,50,1,1
41502,1,0,site2,90,40,1,1
66736,1,0,site2,13,50,0,1
65708,1,0,site2,2,60,1,1
67259,1,0,site2,209,60,1,1
18653,1,0,site2,310,40,1,0
10106,1,0,site2,14,60,0,1
7359,0,0,site2,76,40,1,1
59265,0,0,site2,41,40,1,1
4145,1,0,site2,0,50,1,1
8580,1,0,site2,0,80,1,1
59269,0,0,site2,6,60,1,1
58643,0,0,site2,89,60,0,1
18838,1,0,site2,65,40,0,1
23316,1,0,site2,4,50,1,1
62871,1,0,site2,55,60,1,0
38202,1,0,site2,29,40,1,1
66756,0,0,site2,122,70,0,1
6853,0,0,site2,39,70,0,1
66940,1,0,site2,3,50,1,1
63107,1,0,site2,3,70,1,0
47986,1,0,site2,10,50,1,0
31164,1,0,site2,29,60,1,0
36602,0,0,site2,35,40,1,1
55330,1,0,site2,2,50,1,0
7073,0,0,site2,2,60,1,1
45866,1,0,site2,11,50,1,0
1999,1,1,site2,0,80,1,1
61267,0,0,site2,105,50,0,0
65517,0,0,site2,305,70,0,1
34800,1,0,site2,0,60,1,1
19577,0,0,site2,14,60,1,1
59307,0,0,site2,14,60,1,0
63084,1,1,site2,22,70,0,1
28015,1,0,site2,47,50,0,1
59309,1,0,site2,125,50,1,1
44539,1,0,site2,0,30,1,0
59315,1,0,site2,23,70,1,0
15323,1,1,site2,39,60,0,1
5352,0,0,site2,114,60,1,1
15448,1,0,site2,0,40,0,0
4927,0,0,site2,33,50,1,1
62433,1,0,site2,49,60,1,0
33054,1,0,site2,203,60,1,1
59325,1,0,site2,262,50,1,1
51639,1,0,site2,50,40,0,0
1985,0,0,site2,324,40,0,1
2484,1,0,site2,99,50,1,1
6258,1,0,site2,53,70,0,0
8731,1,0,site2,0,20,1,1
53716,1,0,site2,5,80,1,1
59335,1,0,site2,68,50,1,1
9742,1,0,site2,220,60,1,0
39705,0,0,site2,6,40,1,1
33632,1,0,site2,0,70,1,1
16827,1,0,site2,5,60,1,0
55850,1,0,site2,36,60,0,1
59341,1,0,site2,90,50,1,0
40538,1,0,site2,398,60,1,0
8742,0,0,site2,5,40,1,1
59344,0,0,site2,0,50,1,0
45900,1,0,site2,8,30,1,1
19759,1,0,site2,135,40,1,1
62981,1,1,site2,2,60,0,1
59348,0,0,site2,27,50,1,1
2013,1,0,site2,271,70,0,0
56571,1,0,site2,6,40,1,1
59351,0,0,site2,154,50,1,1
42085,0,0,site2,2,50,1,0
47085,0,0,site2,38,30,1,0
13902,0,0,site2,299,50,1,1
11263,1,0,site2,35,60,1,1
21304,1,0,site2,31,60,0,1
5721,1,0,site2,7,40,1,0
2010,1,0,site2,5,60,1,1
49,1,0,site2,111,70,1,1
55878,1,1,site2,305,70,0,1
2007,1,0,site2,159,50,1,0
59367,1,0,site2,350,50,1,0
65098,1,0,site2,12,40,1,1
59472,1,1,site2,38,50,0,1
44801,0,0,site2,9,50,1,1
3725,1,1,site2,9,70,0,1
18481,1,0,site2,109,70,1,1
15366,0,0,site2,44,60,1,0
7265,0,0,site2,5,60,1,0
59383,1,0,site2,19,40,0,1
14976,1,0,site2,50,50,0,1
527,1,0,site2,18,50,0,1
18661,1,0,site2,341,60,1,1
56744,1,0,site2,0,80,1,1
58828,0,0,site2,32,50,0,0
4885,1,0,site2,42,40,1,0
64682,0,0,site2,0,40,0,1
18748,0,0,site2,8,40,1,1
28639,1,0,site2,5,30,0,1
27649,1,0,site2,6,70,1,1
1043,1,0,site2,10,40,1,0
59403,0,0,site2,94,50,1,0
66186,1,0,site2,21,40,1,1
59405,0,0,site2,204,50,1,0
7523,0,0,site2,78,40,1,0
59407,1,0,site2,0,70,1,0
17328,1,0,site2,58,60,0,1
28968,1,0,site2,3,50,1,0
37069,0,0,site2,8,50,1,1
43917,1,0,site2,110,40,0,0
32406,0,0,site2,36,60,1,1
31785,1,0,site2,264,30,1,0
63225,1,0,site2,238,50,0,0
53677,0,0,site2,0,60,1,1
64937,1,0,site2,71,50,1,0
38133,1,0,site2,20,60,1,1
57902,1,0,site2,7,50,1,1
3460,0,0,site2,67,50,1,1
45769,1,0,site2,7,30,1,1
59436,1,0,site2,379,50,0,1
42250,0,0,site2,75,60,1,1
20387,1,0,site2,0,40,0,1
24786,1,0,site2,0,60,1,0
40814,1,1,site2,226,70,0,1
25386,1,0,site2,0,40,1,1
54525,1,1,site2,14,50,1,1
24547,0,1,site2,8,60,1,1
55884,1,0,site2,0,40,1,0
1995,1,1,site2,5,50,1,1
55220,1,0,site2,2,60,1,0
2203,1,0,site2,83,90,1,0
50868,1,0,site2,28,50,1,1
30889,1,0,site2,120,70,1,0
40894,1,1,site2,237,60,1,1
22262,1,0,site2,258,60,1,1
26318,1,0,site2,0,50,1,0
52633,1,0,site2,353,50,1,1
54519,0,0,site2,0,20,1,1
62241,1,0,site2,262,40,0,0
59466,0,0,site2,0,40,1,0
41174,0,0,site2,4,70,0,1
57616,1,0,site2,29,70,1,1
61172,0,0,site2,81,70,1,1
6826,1,0,site2,0,40,0,1
27022,0,0,site2,43,60,1,0
24459,1,0,site2,158,60,1,1
62039,1,0,site2,8,70,1,1
59475,0,0,site2,6,50,1,1
65633,1,1,site2,6,50,1,1
22749,0,0,site2,106,60,1,1
65690,1,0,site2,93,30,1,1
15362,0,0,site2,48,60,1,0
40424,1,0,site2,0,90,0,0
39601,1,0,site2,4,60,1,1
62234,0,0,site2,9,70,0,1
66335,1,0,site2,39,50,0,1
5548,0,0,site2,0,70,1,1
47664,1,0,site2,78,60,0,1
528,1,0,site2,3,50,0,1
53543,1,0,site2,301,40,1,0
59498,1,0,site2,0,70,1,1
12181,0,0,site2,386,40,0,1
53434,0,1,site2,99,60,0,1
26484,1,0,site2,20,40,1,1
60962,1,0,site2,111,60,1,0
1979,1,1,site2,11,40,1,1
49000,0,0,site2,2,60,1,1
46225,0,0,site2,103,60,1,0
41902,1,0,site2,0,60,0,1
30212,0,0,site2,2,50,1,0
22727,0,0,site2,130,50,0,1
59511,1,0,site2,39,50,1,1
3494,1,0,site2,81,50,0,1
23254,0,0,site2,235,50,1,1
5985,1,0,site2,5,60,1,0
9417,1,1,site2,7,70,1,1
2695,1,0,site2,71,40,0,1
50303,0,0,site2,117,60,1,1
7568,1,0,site2,15,50,1,0
5696,1,0,site2,196,70,0,1
5489,0,0,site2,0,40,1,1
64765,0,0,site2,267,70,0,1
62686,1,0,site2,69,40,1,1
32562,1,0,site2,16,90,0,1
59537,1,0,site2,56,80,1,1
63336,1,0,site2,334,50,0,1
25971,1,0,site2,9,50,0,1
