id,test,purchase,site,impressions,income,gender,gamer
48601,1,0,site2,1,40,0,1
19398,1,0,site2,2,50,1,0
59279,1,0,site2,345,70,0,1
48590,1,0,site2,48,60,1,1
37496,1,0,site2,264,40,1,1
4753,1,0,site2,3,30,1,1
9170,1,0,site2,76,50,1,1
66231,1,1,site2,0,60,1,0
20129,1,0,site2,40,70,1,0
50811,1,0,site2,344,40,1,1
20682,1,0,site2,0,50,1,0
31943,0,0,site2,70,50,1,0
48576,1,0,site2,27,30,1,0
47058,0,0,site2,17,70,1,1
38505,1,0,site2,0,50,0,1
62939,0,0,site2,20,80,1,0
49422,1,0,site2,44,60,0,1
36635,1,0,site2,18,40,1,0
31232,1,0,site2,219,70,0,0
48249,0,0,site2,25,50,0,1
51181,1,0,site2,32,50,0,1
64173,1,0,site2,2,60,0,1
18385,1,0,site2,0,50,0,1
59257,1,0,site2,61,60,1,0
46302,1,0,site2,71,30,1,0
42386,0,0,site2,8,60,0,1
27035,1,0,site2,18,70,1,1
57168,1,0,site2,113,70,1,1
14817,1,0,site2,2,30,1,1
66921,1,0,site2,14,50,1,0
47636,1,0,site2,0,50,1,0
39526,1,0,site2,61,50,1,1
13162,0,0,site2,0,50,1,1
31844,1,0,site2,139,50,1,0
62944,1,0,site2,91,50,1,0
31959,1,0,site2,102,50,0,0
28697,0,0,site2,84,70,1,0
26338,0,0,site2,8,60,1,0
44200,0,0,site2,56,50,1,1
17568,0,0,site2,12,50,1,1
56295,1,0,site2,11,60,1,0
38530,0,0,site2,105,50,0,0
57813,1,0,site2,19,50,1,0
34509,1,0,site2,10,70,1,0
19223,0,0,site2,22,50,1,1
42165,1,0,site2,29,50,0,1
6523,1,0,site2,3,50,1,1
48951,1,1,site2,188,90,1,0
11083,1,0,site2,8,60,0,0
30406,1,0,site2,6,30,0,1
3482,1,0,site2,29,70,1,1
48511,1,0,site2,14,40,1,0
63190,1,0,site2,38,30,0,0
32673,0,0,site2,138,70,0,1
14580,1,0,site2,131,40,1,1
48504,1,0,site2,19,50,1,1
56658,1,0,site2,0,60,0,1
60847,1,0,site2,14,50,1,1
6968,1,0,site2,114,60,1,1
28065,1,1,site2,21,70,1,1
45456,1,0,site2,127,30,0,0
40120,0,0,site2,353,50,1,0
6426,0,0,site2,70,60,1,1
48492,1,0,site2,11,50,1,0
21701,0,0,site2,371,50,1,1
14885,1,0,site2,110,50,0,1
5375,1,0,site2,0,60,1,0
16985,1,0,site2,1,40,0,1
54324,1,0,site2,276,60,1,1
47054,0,0,site2,8,70,0,1
6354,1,0,site2,0,50,1,0
59333,1,0,site2,175,70,0,1
4775,1,0,site2,0,40,1,1
46834,1,0,site2,100,70,1,1
50502,1,0,site2,18,40,1,1
48473,0,0,site2,347,40,1,1
48472,1,0,site2,12,40,0,1
30787,1,0,site2,2,70,1,1
7525,1,0,site2,22,60,0,1
48467,1,0,site2,0,50,1,1
33345,1,0,site2,112,90,1,1
63566,1,0,site2,2,40,0,1
4776,0,0,site2,171,60,1,0
24714,1,0,site2,0,50,0,1
28903,1,0,site2,345,60,1,1
32013,1,0,site2,4,50,0,1
4904,0,0,site2,15,50,1,1
28722,1,0,site2,1,50,1,0
4874,1,0,site2,128,50,1,1
8029,1,0,site2,68,60,0,1
39291,1,0,site2,13,70,1,1
24461,0,0,site2,5,50,1,1
44657,0,0,site2,34,50,1,0
48770,0,1,site2,1,80,1,1
32114,1,0,site2,34,40,0,1
32138,1,0,site2,70,40,0,1
33869,1,1,site2,12,50,1,1
45854,1,1,site2,112,90,1,1
48434,1,0,site2,3,40,1,1
62782,1,0,site2,29,70,0,1
38508,0,0,site2,379,80,0,1
48427,1,0,site2,134,60,1,0
52458,0,0,site2,402,40,1,1
45022,1,0,site2,62,50,1,0
43631,1,1,site2,0,60,0,1
63092,0,0,site2,51,40,1,1
24844,0,0,site2,0,50,0,1
45814,0,0,site2,22,50,1,1
47590,1,0,site2,1,40,1,1
25492,1,0,site2,35,60,0,1
4784,1,0,site2,0,50,1,1
46381,1,0,site2,34,60,1,0
35576,1,0,site2,0,50,1,1
46752,1,0,site2,242,50,1,1
50539,1,0,site2,47,50,1,0
62841,0,0,site2,15,40,1,1
43948,1,0,site2,128,70,0,1
14487,1,1,site2,61,50,1,0
58436,1,0,site2,4,40,1,1
40811,1,1,site2,32,80,1,1
58554,0,0,site2,3,70,1,0
48392,1,0,site2,164,40,0,0
59881,0,0,site2,25,40,1,0
32909,1,0,site2,3,40,0,1
31818,1,0,site2,0,50,1,1
6992,1,0,site2,0,50,0,1
54015,0,0,site2,228,70,0,0
45236,1,0,site2,20,60,1,0
31292,1,0,site2,295,40,1,1
38510,1,0,site2,0,40,1,1
54695,1,0,site2,2,40,1,0
48374,1,0,site2,0,60,1,0
50803,1,0,site2,14,50,1,1
27492,1,0,site2,20,50,1,0
63325,0,0,site2,5,50,0,1
33509,1,0,site2,80,30,1,0
55306,1,0,site2,0,70,1,0
9310,1,0,site2,96,40,1,0
50940,1,0,site2,8,20,0,0
35331,1,0,site2,20,40,1,0
28576,0,0,site2,25,60,1,1
44637,1,0,site2,1,80,1,1
27368,1,0,site2,10,40,0,0
2163,1,0,site2,6,60,1,1
8810,0,0,site2,130,40,1,1
57974,1,0,site2,6,50,0,0
65860,1,0,site2,13,50,1,1
11060,0,0,site2,55,50,0,1
52992,1,0,site2,30,60,0,1
44007,1,0,site2,44,40,0,0
33122,1,0,site2,0,40,1,1
34465,1,0,site2,169,100,0,1
37518,1,0,site2,55,40,0,0
7985,1,1,site2,19,70,1,1
48340,1,0,site2,5,60,1,0
31789,0,0,site2,2,80,1,1
30351,0,0,site2,34,70,0,0
30507,0,0,site2,312,50,1,1
66585,1,0,site2,39,40,1,0
64609,1,0,site2,20,60,1,1
22639,1,0,site2,271,60,0,0
53802,1,0,site2,126,40,1,1
42866,1,0,site2,268,50,1,0
48329,1,0,site2,0,50,1,1
10654,0,0,site2,78,60,1,0
4800,1,0,site2,0,70,1,1
48325,0,0,site2,0,40,1,0
66829,1,0,site2,258,60,0,0
38805,1,0,site2,17,30,0,1
32901,0,0,site2,0,50,0,0
35910,0,0,site2,7,70,1,1
48322,0,0,site2,7,50,1,1
4802,1,0,site2,19,40,1,0
26795,1,0,site2,0,50,0,0
50109,1,0,site2,14,80,1,1
7137,1,0,site2,3,50,1,1
38654,1,0,site2,24,50,1,1
165,0,0,site2,22,40,1,1
29842,0,0,site2,2,40,0,0
47543,1,0,site2,7,50,0,0
64743,0,0,site2,176,60,0,1
48307,0,0,site2,128,50,1,0
63758,0,0,site2,27,50,1,1
229,0,0,site2,99,50,1,1
62115,1,0,site2,22,50,0,0
43045,1,0,site2,44,90,1,1
57125,1,0,site2,28,80,1,1
5885,1,0,site2,48,50,1,1
61479,1,0,site2,91,60,0,0
59705,1,0,site2,14,40,1,1
67574,0,0,site2,317,60,0,0
42391,0,0,site2,164,50,1,1
23230,0,0,site2,15,50,0,0
43976,1,0,site2,82,40,1,1
32937,1,0,site2,6,40,0,1
13289,0,0,site2,230,30,0,0
15191,0,0,site2,6,50,1,1
31858,1,0,site2,172,50,1,1
48277,0,0,site2,4,30,0,1
24851,1,0,site2,278,60,1,1
13813,1,0,site2,57,70,1,0
228,0,0,site2,246,60,1,1
45189,1,0,site2,53,50,1,0
48272,0,0,site2,189,60,1,1
65696,0,0,site2,123,50,1,1
48269,0,0,site2,101,30,1,0
16942,0,0,site2,54,50,1,0
4810,1,0,site2,9,40,1,1
45993,1,0,site2,1,60,0,0
39,1,0,site2,148,60,1,1
31436,1,0,site2,56,70,1,1
48261,1,0,site2,114,40,0,1
40158,0,0,site2,18,60,1,0
61287,1,0,site2,9,60,0,0
17123,1,0,site2,71,40,1,1
43048,0,0,site2,89,40,1,1
34874,1,0,site2,291,60,1,0
54892,0,0,site2,18,40,1,1
58153,0,0,site2,9,40,1,1
56671,0,0,site2,8,70,0,0
11176,0,0,site2,19,40,1,1
48250,1,0,site2,9,50,1,0
50547,1,1,site2,5,60,0,1
37142,1,0,site2,17,40,1,1
38374,1,0,site2,54,50,0,0
37253,1,0,site2,62,40,1,0
61995,1,0,site2,23,40,1,0
9962,0,0,site2,15,70,0,0
54791,0,0,site2,48,20,0,1
20572,1,0,site2,77,40,0,1
6823,0,0,site2,1,70,0,1
66956,1,0,site2,27,40,0,1
46030,1,0,site2,11,60,1,0
61064,1,0,site2,289,50,1,0
33181,0,0,site2,376,60,1,1
25342,0,0,site2,17,40,1,1
56703,1,0,site2,195,50,1,0
22360,1,0,site2,0,40,1,0
66960,1,0,site2,58,20,1,1
7968,0,0,site2,3,50,1,0
24816,1,0,site2,59,40,0,1
44304,1,0,site2,0,30,1,0
66965,1,0,site2,27,50,1,1
8068,1,0,site2,6,60,1,1
25774,1,0,site2,7,30,0,0
3846,0,0,site2,5,80,0,0
48209,1,0,site2,0,80,1,1
10579,0,0,site2,82,40,1,1
48204,1,0,site2,3,40,0,1
45788,1,0,site2,3,60,1,1
55049,0,0,site2,4,50,1,1
11125,0,0,site2,37,80,1,1
24858,1,0,site2,0,60,0,0
8242,1,0,site2,5,40,1,1
18839,1,0,site2,13,50,1,1
30422,1,0,site2,35,40,1,0
20599,1,0,site2,13,40,0,1
29653,1,0,site2,0,40,0,1
54903,1,0,site2,39,50,1,1
32845,1,0,site2,160,50,0,1
50806,1,0,site2,103,70,0,1
48186,1,0,site2,0,50,1,0
48051,1,1,site2,7,50,0,1
609,1,0,site2,55,80,0,1
53652,1,0,site2,17,50,1,0
27979,1,1,site2,6,90,0,0
41942,0,0,site2,0,40,0,1
48175,1,0,site2,278,50,1,1
9312,1,0,site2,0,50,0,1
9307,1,0,site2,2,50,1,0
31107,1,0,site2,70,40,1,0
23804,0,0,site2,105,60,1,1
49089,1,0,site2,403,50,1,0
1477,1,0,site2,8,40,1,1
54133,1,0,site2,21,30,1,1
11962,0,0,site2,7,60,0,0
37999,1,0,site2,33,60,1,1
23621,1,0,site2,273,40,1,1
31796,0,0,site2,0,40,1,1
33600,1,0,site2,16,50,1,1
53959,1,0,site2,19,60,1,0
36079,1,0,site2,172,60,1,0
12794,1,0,site2,77,40,1,0
16170,0,0,site2,8,60,0,1
9013,1,0,site2,4,40,1,1
58802,1,0,site2,197,80,1,1
2332,1,0,site2,2,60,0,1
64279,1,0,site2,24,60,0,0
48143,1,1,site2,14,60,0,1
3727,1,0,site2,0,60,1,1
53772,0,0,site2,25,80,1,0
59005,1,0,site2,27,60,1,1
48138,1,0,site2,4,40,1,0
48939,1,0,site2,0,60,1,1
48136,1,0,site2,20,50,1,0
42217,1,0,site2,0,40,0,1
1412,1,0,site2,12,70,0,0
50797,0,0,site2,1,50,1,0
33610,1,0,site2,0,70,1,1
48128,1,0,site2,29,40,0,1
61195,0,0,site2,2,40,0,1
35344,0,0,site2,214,30,1,0
61212,0,0,site2,6,50,0,1
29117,1,0,site2,4,50,1,1
36737,1,0,site2,0,70,0,1
42283,1,0,site2,6,50,1,0
58277,1,0,site2,11,40,1,0
48116,1,0,site2,2,50,1,1
4844,0,0,site2,277,40,1,0
45127,1,0,site2,22,60,1,1
34946,1,0,site2,0,50,0,1
7609,1,0,site2,131,30,0,1
34353,1,0,site2,44,40,1,1
44419,0,0,site2,11,60,0,1
10792,0,0,site2,54,50,1,0
5967,1,0,site2,0,50,0,1
53686,0,0,site2,0,50,1,1
16023,0,0,site2,13,30,0,0
48102,1,0,site2,15,40,0,1
4851,1,0,site2,7,40,1,1
64841,1,0,site2,37,40,1,1
25097,1,0,site2,391,50,1,0
7474,1,0,site2,37,60,0,1
13137,1,0,site2,369,40,0,0
47793,1,0,site2,12,70,1,1
64850,1,0,site2,23,90,0,1
4857,0,0,site2,49,70,1,1
17756,1,1,site2,1,40,1,1
46961,1,0,site2,28,50,0,1
61791,1,0,site2,5,60,1,1
34065,1,0,site2,0,50,0,1
49334,1,0,site2,128,50,1,1
24659,1,0,site2,34,60,1,1
33029,1,0,site2,180,50,1,1
41741,1,0,site2,121,40,0,1
17704,1,0,site2,3,80,1,1
35211,1,0,site2,0,40,1,1
34214,0,1,site2,1,50,0,1
3202,0,0,site2,31,50,0,1
3817,1,1,site2,178,70,0,1
376,1,0,site2,310,50,1,0
45517,0,0,site2,0,40,1,0
41689,1,0,site2,0,50,1,1
15961,1,0,site2,1,60,0,1
4861,1,0,site2,184,60,1,1
21633,0,0,site2,59,40,1,1
57065,1,0,site2,0,50,0,1
1811,1,0,site2,17,70,0,1
59585,1,1,site2,206,70,1,1
48043,1,0,site2,198,50,0,1
50285,1,0,site2,15,50,1,0
1967,1,0,site2,112,70,1,1
52161,1,0,site2,33,40,1,1
42321,1,0,site2,12,40,1,0
8107,0,0,site2,0,30,0,1
48034,1,0,site2,7,60,1,0
7029,0,0,site2,36,50,0,1
22843,1,0,site2,8,30,1,0
60603,1,0,site2,6,90,0,1
54130,1,0,site2,2,60,1,0
5034,1,0,site2,25,60,0,1
39799,1,0,site2,17,50,1,0
63454,0,0,site2,0,80,1,0
45079,0,0,site2,19,60,1,1
22719,0,0,site2,0,50,0,1
59143,1,0,site2,289,30,1,1
13538,1,0,site2,9,50,0,1
16801,1,0,site2,372,70,1,1
4873,1,0,site2,2,60,1,0
66982,1,1,site2,16,50,1,1
30120,1,0,site2,6,70,1,0
54941,1,0,site2,1,50,1,0
66983,1,0,site2,14,40,1,1
22062,1,1,site2,3,70,1,1
63865,1,1,site2,121,50,1,1
8635,1,0,site2,0,60,1,0
59567,1,0,site2,338,50,1,1
19665,1,0,site2,0,80,1,1
66984,0,1,site2,315,40,1,1
3762,1,0,site2,68,40,0,1
59285,1,0,site2,99,60,1,0
49814,1,0,site2,46,50,1,1
15439,0,0,site2,11,40,1,1
56993,1,0,site2,10,40,1,1
8604,0,0,site2,0,60,1,1
47979,1,0,site2,65,80,0,1
48071,0,0,site2,196,40,0,0
47976,1,0,site2,371,30,1,0
23109,1,0,site2,33,60,0,1
47970,1,0,site2,14,50,1,0
10565,1,0,site2,13,60,0,0
4931,1,1,site2,101,40,0,1
56613,0,0,site2,7,60,1,0
215,1,0,site2,243,40,1,1
46407,1,0,site2,81,60,1,1
47965,1,0,site2,0,30,1,0
52208,1,0,site2,32,60,1,1
47959,1,0,site2,24,70,1,1
63697,1,0,site2,30,30,1,0
57647,1,0,site2,0,70,1,1
55341,1,0,site2,5,60,1,1
25864,1,0,site2,26,60,0,1
59666,0,0,site2,12,60,1,1
47949,1,0,site2,38,40,1,0
4675,1,0,site2,43,60,1,1
2603,1,0,site2,131,50,0,0
47575,0,0,site2,16,40,0,1
47941,1,0,site2,186,80,1,1
11282,1,0,site2,0,60,1,0
10545,1,0,site2,9,50,0,1
20092,1,0,site2,2,40,1,0
47654,1,0,site2,0,60,1,1
51896,0,0,site2,2,40,0,0
29067,1,0,site2,64,50,1,0
9464,1,0,site2,198,70,0,1
59393,0,0,site2,49,60,0,1
47926,0,0,site2,10,50,1,0
22368,0,0,site2,9,50,1,1
5564,1,0,site2,120,50,0,0
126,1,0,site2,0,30,1,1
47923,1,0,site2,23,50,1,1
7892,1,0,site2,32,70,0,1
12523,1,1,site2,5,40,0,1
4289,0,0,site2,302,60,0,1
22904,1,0,site2,0,50,0,1
16732,1,0,site2,3,50,1,0
12107,0,0,site2,69,50,1,1
14748,0,0,site2,279,50,0,1
53126,1,0,site2,0,50,1,0
22802,1,0,site2,99,40,0,1
22484,0,0,site2,38,50,1,1
30842,0,0,site2,0,50,1,1
54492,1,0,site2,116,70,0,1
66776,1,0,site2,16,50,1,1
5216,1,0,site2,7,40,1,1
50003,1,0,site2,40,40,1,1
17823,1,0,site2,7,40,1,0
19527,1,1,site2,0,60,1,0
12846,1,0,site2,44,40,0,1
4233,1,0,site2,13,60,1,1
26556,0,0,site2,48,40,1,0
57557,1,0,site2,351,50,1,1
13017,1,0,site2,1,60,1,1
4808,1,1,site2,231,70,1,1
29377,1,0,site2,62,60,0,1
14285,0,0,site2,0,50,1,1
46365,1,0,site2,9,60,1,0
47879,1,0,site2,153,40,1,0
25004,1,1,site2,10,60,1,1
16464,0,0,site2,222,40,1,1
25284,0,0,site2,1,40,1,0
27694,1,1,site2,6,40,0,0
46021,1,0,site2,0,50,0,1
4398,1,0,site2,93,50,0,0
50910,1,0,site2,98,40,1,0
50573,1,0,site2,7,60,1,1
63702,1,0,site2,65,30,1,0
5969,1,0,site2,0,60,1,1
6359,1,0,site2,46,60,1,1
42582,0,0,site2,132,50,1,0
3819,0,0,site2,3,60,0,0
12291,1,0,site2,43,60,1,1
44998,0,0,site2,335,50,1,1
41378,0,0,site2,6,50,1,0
60485,0,0,site2,391,60,0,0
24203,0,0,site2,8,50,1,1
52537,1,0,site2,78,60,1,1
56956,1,0,site2,129,50,0,0
45459,1,0,site2,149,50,1,0
48009,1,0,site2,14,40,1,0
4906,1,0,site2,57,40,0,1
6770,1,0,site2,96,70,1,1
47846,0,0,site2,2,50,0,1
48755,1,0,site2,0,70,1,1
11873,1,0,site2,153,50,1,1
48315,1,0,site2,246,50,0,0
55239,0,0,site2,16,40,1,1
63343,1,1,site2,369,60,1,1
26757,1,0,site2,3,40,0,1
25605,1,0,site2,15,60,1,0
43893,1,0,site2,12,40,1,0
47836,1,1,site2,187,50,1,0
37440,1,0,site2,0,60,1,1
5348,1,0,site2,248,40,1,1
18456,1,0,site2,193,60,1,1
54134,1,0,site2,11,50,1,1
67219,1,0,site2,112,60,1,1
13675,1,0,site2,219,50,0,0
4301,0,0,site2,21,50,1,0
14241,1,0,site2,54,30,0,1
24601,0,0,site2,0,50,1,1
1039,0,0,site2,58,50,1,0
43430,1,0,site2,3,60,1,1
29820,0,0,site2,48,50,0,0
25389,0,0,site2,136,70,1,1
58265,1,1,site2,1,50,1,1
47808,1,0,site2,0,50,1,1
16325,1,0,site2,22,60,1,1
41255,1,1,site2,255,50,1,1
4914,1,0,site2,6,50,1,1
549,1,0,site2,332,70,1,1
42940,0,0,site2,49,50,1,0
57372,1,0,site2,45,60,1,0
47799,1,0,site2,22,50,0,1
19823,1,0,site2,7,70,1,1
21320,1,0,site2,103,70,1,1
66580,0,0,site2,49,50,1,1
20245,1,0,site2,21,60,0,1
33292,1,0,site2,142,40,1,0
4915,1,0,site2,23,50,0,0
65050,1,0,site2,204,50,0,1
45743,0,0,site2,80,50,0,1
13588,1,1,site2,18,50,1,1
24918,0,0,site2,336,70,1,1
41996,1,1,site2,204,70,1,1
35711,1,0,site2,17,50,0,0
54396,1,0,site2,12,60,1,1
47019,1,0,site2,0,60,1,1
32766,0,0,site2,19,50,1,0
8586,1,0,site2,0,40,1,1
62450,0,0,site2,8,70,1,0
36199,0,0,site2,40,50,0,1
43420,1,0,site2,23,40,0,0
67098,1,0,site2,0,40,1,0
62736,1,0,site2,5,40,0,1
34715,0,0,site2,4,40,1,1
27342,1,0,site2,36,60,1,1
44514,1,0,site2,18,60,1,0
7977,0,0,site2,0,60,1,0
5904,1,0,site2,34,60,1,1
38767,1,0,site2,21,50,1,0
35764,1,0,site2,6,40,1,0
51306,1,0,site2,12,50,1,1
63186,1,0,site2,375,70,1,0
20879,1,0,site2,0,60,1,0
42202,1,0,site2,15,50,1,1
3740,1,0,site2,256,40,0,0
4923,0,0,site2,129,70,0,1
64534,1,0,site2,15,40,0,1
47732,1,0,site2,2,40,1,1
57470,1,1,site2,5,70,0,1
30755,1,0,site2,108,40,1,1
66705,1,0,site2,5,40,0,1
40527,1,0,site2,92,50,1,1
42520,0,0,site2,188,60,1,1
47718,0,0,site2,0,60,1,0
40926,0,0,site2,0,50,1,0
58882,1,0,site2,4,40,0,0
47712,1,0,site2,6,50,1,1
21729,0,0,site2,4,40,1,0
17758,0,0,site2,85,50,1,1
58252,1,0,site2,182,40,1,1
35718,0,0,site2,83,60,1,1
16595,0,0,site2,12,80,1,1
56398,1,0,site2,1,70,1,1
53150,0,0,site2,8,50,1,1
60936,1,0,site2,87,70,0,1
56320,1,1,site2,380,70,0,1
65003,1,1,site2,6,50,1,1
19009,1,0,site2,40,70,1,0
47694,1,0,site2,19,50,0,1
55497,1,0,site2,67,50,1,1
24391,1,0,site2,2,60,1,1
30592,1,0,site2,78,60,1,0
62463,1,0,site2,18,60,1,1
55130,1,0,site2,263,20,0,1
13176,1,0,site2,5,30,1,1
47682,1,0,site2,7,30,1,0
49376,0,0,site2,0,50,1,1
6584,0,1,site2,7,60,1,1
33491,1,0,site2,31,50,0,1
22409,0,0,site2,2,50,1,1
22064,0,0,site2,6,40,0,1
1795,0,0,site2,48,70,1,1
10744,1,0,site2,5,40,0,1
44695,1,0,site2,2,60,1,0
25536,0,0,site2,9,70,0,1
29930,0,0,site2,153,30,1,1
11998,1,0,site2,6,50,1,1
42512,1,0,site2,7,40,0,1
48898,1,0,site2,25,50,0,0
39680,0,0,site2,140,60,0,1
38945,1,0,site2,0,50,1,1
33242,0,0,site2,243,60,0,0
51696,1,0,site2,0,70,1,1
4951,1,0,site2,6,60,1,1
55441,0,0,site2,12,80,1,1
47642,0,0,site2,218,40,0,1
15008,1,0,site2,18,60,1,1
11535,0,0,site2,20,50,1,1
52311,1,0,site2,266,40,1,1
35770,0,0,site2,111,40,0,0
65718,1,0,site2,3,60,1,1
6216,1,0,site2,8,50,0,1
47632,1,0,site2,202,50,0,1
50550,1,0,site2,110,40,0,0
41060,1,0,site2,25,40,1,0
32159,1,0,site2,0,70,1,0
22540,1,0,site2,8,60,1,0
63579,1,0,site2,126,40,1,0
15688,1,1,site2,0,60,1,1
26937,1,0,site2,20,40,0,1
34664,1,0,site2,10,60,1,1
6169,1,0,site2,106,60,1,0
2490,1,0,site2,33,40,0,0
29815,0,0,site2,90,50,0,1
42219,0,0,site2,4,50,1,0
45998,0,0,site2,12,50,1,0
26864,1,0,site2,22,40,1,1
1663,1,0,site2,59,70,1,0
63926,1,0,site2,3,40,0,1
16680,1,0,site2,6,50,0,1
8766,1,0,site2,199,50,1,1
41382,0,1,site2,352,50,1,1
23067,1,0,site2,2,30,0,1
41779,1,0,site2,17,50,0,1
49156,1,0,site2,1,60,1,1
34811,1,0,site2,18,30,0,1
46344,1,0,site2,23,40,1,0
35460,1,0,site2,49,40,0,1
61733,1,0,site2,2,50,0,0
26633,0,0,site2,8,50,0,1
57528,1,0,site2,209,60,1,1
47588,1,0,site2,0,50,0,1
47177,1,0,site2,175,60,1,1
34209,1,0,site2,0,50,1,1
36304,1,0,site2,151,50,0,1
47580,0,0,site2,31,50,1,0
13561,1,0,site2,13,60,0,0
21969,1,0,site2,0,50,1,0
5747,0,0,site2,3,40,1,1
4973,0,0,site2,7,50,0,1
45987,1,0,site2,8,50,1,1
52392,1,0,site2,14,40,0,1
12271,0,0,site2,286,50,1,1
57113,1,0,site2,13,70,1,0
53051,1,0,site2,3,50,1,1
30520,1,0,site2,246,50,1,0
28139,0,0,site2,5,70,0,1
18984,1,0,site2,220,40,0,1
55451,1,0,site2,15,30,1,1
56029,1,0,site2,358,40,1,1
4592,1,0,site2,150,70,1,0
23854,1,0,site2,4,50,1,1
47554,1,0,site2,2,40,1,1
92,1,0,site2,24,90,1,1
67030,0,0,site2,145,60,1,1
38078,0,0,site2,25,60,1,1
32522,0,0,site2,400,50,1,0
18503,0,0,site2,252,60,0,1
20401,1,0,site2,1,60,1,0
39183,1,0,site2,19,40,1,0
40039,1,0,site2,0,60,1,1
30265,0,0,site2,2,60,1,0
47538,0,0,site2,0,80,0,1
47537,1,0,site2,22,70,1,1
23949,1,0,site2,16,30,1,1
53777,1,0,site2,10,70,1,1
754,0,0,site2,330,40,0,0
53625,1,0,site2,20,70,1,0
28160,1,0,site2,104,30,1,1
35231,0,0,site2,61,60,1,0
47527,1,0,site2,67,50,0,0
7713,1,0,site2,19,70,1,1
18,1,0,site2,6,40,1,0
47524,0,0,site2,0,40,1,0
45474,1,0,site2,29,60,1,1
41854,0,0,site2,28,50,1,1
46650,1,0,site2,94,70,1,1
5446,1,0,site2,6,80,1,1
47514,1,0,site2,154,40,0,1
31881,0,0,site2,23,30,0,1
29433,0,0,site2,58,40,0,0
16020,1,0,site2,233,60,1,1
53320,1,0,site2,122,70,1,1
64457,1,0,site2,7,70,1,0
6044,1,0,site2,42,60,1,1
67448,1,0,site2,3,40,1,0
47506,1,0,site2,126,40,1,1
17360,0,0,site2,91,60,0,0
47505,1,0,site2,2,30,1,1
38774,1,0,site2,7,40,1,1
30220,1,0,site2,348,40,0,0
23710,1,0,site2,0,60,1,1
21695,1,0,site2,6,40,1,1
28024,1,0,site2,14,70,1,1
31986,1,0,site2,2,40,0,1
53862,0,0,site2,2,60,1,1
30024,1,0,site2,229,50,0,1
44730,1,1,site2,37,70,1,1
63460,1,0,site2,3,40,0,1
67040,1,0,site2,0,60,1,1
64964,1,0,site2,2,50,1,1
51475,1,0,site2,96,50,1,1
43459,1,0,site2,89,40,1,1
5002,1,0,site2,329,40,1,0
30482,1,0,site2,0,40,0,0
16699,1,0,site2,9,50,1,1
65642,1,0,site2,21,40,1,0
67627,0,0,site2,2,60,1,1
63684,1,0,site2,43,30,1,1
4626,1,0,site2,10,50,1,1
28655,0,0,site2,0,40,0,1
2375,1,0,site2,1,70,1,1
7973,0,0,site2,8,40,0,1
64844,0,0,site2,230,70,1,0
13141,1,0,site2,187,40,0,1
25822,1,0,site2,0,30,1,0
27099,0,0,site2,16,60,0,0
65853,0,0,site2,109,60,1,1
67349,0,0,site2,55,60,1,1
47257,1,0,site2,0,50,0,0
20064,1,0,site2,100,70,1,1
50825,1,0,site2,0,60,1,1
52965,1,0,site2,35,70,0,0
43295,1,0,site2,70,40,1,1
17961,1,0,site2,0,50,0,0
65715,1,0,site2,51,60,1,0
6750,1,0,site2,270,40,0,0
32215,1,1,site2,165,60,1,1
48543,1,0,site2,59,60,0,1
49148,1,0,site2,0,40,1,0
47446,1,0,site2,0,40,0,0
27462,1,0,site2,49,40,1,1
37974,0,0,site2,7,40,1,0
5009,1,0,site2,24,50,0,0
21275,1,1,site2,0,70,1,1
47436,0,0,site2,171,40,1,1
53411,1,0,site2,55,60,0,1
47314,1,0,site2,0,70,1,1
49213,1,0,site2,10,50,1,1
55615,1,0,site2,11,30,0,0
6155,1,0,site2,9,50,1,1
12971,0,0,site2,64,60,0,0
47428,0,0,site2,223,50,1,0
22556,1,0,site2,3,40,0,1
26516,1,0,site2,0,30,1,0
26763,1,0,site2,105,30,0,1
35031,0,0,site2,0,50,1,1
13968,1,0,site2,11,60,1,0
60476,1,0,site2,2,50,0,1
47416,0,0,site2,59,70,1,1
67057,1,0,site2,74,60,0,0
30303,1,0,site2,1,40,0,1
57509,0,1,site2,26,80,1,1
40887,1,0,site2,71,60,1,0
50010,1,0,site2,125,70,1,1
6227,1,0,site2,373,50,1,1
40603,1,0,site2,17,60,1,0
16797,1,0,site2,180,50,1,0
50031,1,0,site2,232,40,1,0
22114,0,0,site2,8,40,0,1
53773,0,0,site2,17,50,0,1
47395,1,0,site2,84,90,1,1
58836,1,0,site2,18,50,0,1
21103,1,0,site2,0,70,1,1
28225,1,0,site2,48,40,0,1
58222,0,0,site2,0,50,1,1
23552,1,0,site2,0,40,1,1
62648,0,0,site2,0,90,1,1
11921,1,0,site2,52,40,0,0
24713,0,0,site2,52,50,1,1
59068,1,0,site2,0,50,1,1
30106,1,0,site2,200,50,1,1
40453,1,0,site2,3,50,1,1
16229,1,0,site2,2,40,1,0
12589,0,1,site2,46,60,0,1
47375,1,0,site2,1,40,0,1
47374,0,0,site2,0,70,1,1
54054,1,0,site2,105,60,0,1
59227,1,0,site2,45,40,0,1
55278,1,0,site2,14,50,0,0
2227,0,0,site2,0,70,1,1
36982,1,0,site2,2,50,1,1
60434,1,0,site2,75,40,1,1
56135,0,0,site2,63,60,0,1
21883,1,0,site2,401,50,1,1
