Reported Year,Total Dead and Missing,Lon,Lat
2018,130,32.7249214,14.34892307
2018,1,30.56753899,-103.9873224
2018,1,26.0655875,-98.1665895
2018,1,28.69848011,-100.5102425
2018,33,13.92881241,48.99384533
2018,1,28.00440754,-99.56709719
2018,1,32.0577019,-112.1430215
2018,52,35.1734432,-2.208013621
2018,1,11.719698,41.838791
2018,1,21.14317,23.823002
2018,1,27.20904229,-98.67285844
2018,2,31.66104153,-106.2563086
2018,1,29.22662159,-100.3632389
2018,1,19.635357,27.103538
2018,2,9.322813,42.787821
2018,1,27.23036379,-98.19337731
2018,1,32.0577019,-112.1430215
2018,1,11.102066,42.377063
2018,1,18.01366319,-94.67049538
2018,1,27.7771392,-98.71254998
2018,2,36.1435625,36.3859375
2018,1,22.396611,26.693147
2018,2,25.47693106,-102.172679
2018,1,32.52525101,-116.2139882
2018,2,25.562181,14.257533
2018,1,27.004996,14.411008
2018,2,35.94863691,-3.036400746
2018,1,26.2024468,-98.4471322
2018,1,26.26328036,-98.64990635
2018,2,24.312078,13.574271
2018,1,27.4290796,-99.49308582
2018,1,23.364317,16.907131
2018,4,31.986596,20.297225
2018,2,11.275784,49.121736
2018,2,19.635357,27.103538
2018,1,16.033333,-16.5
2018,2,34.880926,14.21062108
2018,2,6.398027,100.863822
2018,3,24.096596,93.807455
2018,1,6.689387,100.363307
2018,2,21.424415,23.752598
2018,1,18.07428,34.434549
2018,1,26.8697147,-97.6982272
2018,1,26.13007239,-97.91412618
2018,1,32.0577019,-112.1430215
2018,1,23.939648,14.483935
2018,2,6.666667,-1.616667
2018,9,33.71569246,10.73305808
2018,1,24.270603,15.464037
2018,1,9.511606,44.059039
2018,1,5.316667,-4.033333
2018,1,16.266667,-0.05
2018,2,26.23076399,-98.47187118
2018,1,28.4116514,-99.8124935
2018,2,3.536064,39.065407
2018,1,6.666667,-1.616667
2018,1,32.65718689,-115.6071333
2018,1,51.1784629,3.1238834
2018,1,28.03081382,-99.431383
2018,1,28.71894566,-100.507989
2018,1,31.9159674,-111.9648441
2018,8,34.96861765,11.21761537
2018,1,28.67079735,-97.04659796
2018,1,26.0937258,-98.26890489
2018,1,26.13253824,-97.91292455
2018,1,3.979193,44.511301
2018,2,18.07428,34.434549
2018,1,14.692778,-17.446667
2018,1,28.69892158,-100.5111223
2018,1,6.703242,100.31831
2018,4,23.930733,15.547833
2018,1,28.71222401,-100.5085989
2018,3,18.1451955,-94.4242366
2018,3,18.34112905,-67.3450463
2018,1,31.5839041,-111.7549324
2018,1,22.187641,23.127265
2018,1,19.635357,27.103538
2018,4,-0.22979493,-78.3428648
2018,1,24.854362,14.589111
2018,1,6.770377,47.41765
2018,1,32.545311,-117.0683147
2018,2,45.1589211,15.0182443
2018,1,28.7410473,-100.3497895
2018,8,6.558696,100.803973
2018,1,24.831455,14.584318
2018,2,18.07428,34.434549
2018,3,8.615293,-4.976938
2018,2,34.50113642,-6.48052661
2018,1,32.0577019,-112.1430215
2018,1,36.2248125,36.5023125
2018,1,19.756363,94.043653
2018,1,24.913685,14.636498
2018,2,24.526343,14.38911
2018,1,24.911194,14.545869
2018,1,24.856379,14.585691
2018,2,36.6891623,-2.213042011
2018,7,13.5328522,-16.68275592
2018,1,0.8140384,-77.6640373
2018,1,31.7861261,-111.8483436
2018,11,35.86108601,-5.167400567
2018,9,37.84381625,27.19784361
2018,1,12.953846,36.152215
2018,1,9.511606,44.059039
2018,1,24.80749464,-107.4083665
2018,3,7.18870486,-72.88372915
2018,1,32.0877596,-112.9058802
2018,1,29.26502564,-103.7825871
2018,1,23.620714,21.733862
2018,1,36.10454359,30.03389782
2018,1,36.15312799,-6.069267257
2018,1,31.9698537,-111.4275888
2018,1,25.4492883,-102.1747077
2018,1,26.085045,14.129459
2018,1,20.558616,24.974334
2018,2,19.635357,27.103538
2018,1,12.639167,-8.002778
2018,1,32.67425459,-115.4174504
2018,1,19.4098546,-98.09432452
2018,1,31.6898446,-111.1652687
2018,1,31.382007,-110.076391
2018,2,25.038424,14.133983
2018,1,12.639167,-8.002778
2018,2,10.4875,-5.653611
2018,1,23.1278889,-101.1136153
2018,1,26.997655,14.295703
2018,1,18.07428,34.434549
2018,1,12.483333,1.516667
2018,1,32.3935106,-112.8485719
2018,1,35.95430211,36.21361605
2018,1,9.949495,44.696042
2018,1,13.805278,8.988333
2018,2,14.063889,-3.075278
2018,5,28.00839052,61.44204987
2018,1,32.0577019,-112.1430215
2018,1,35.95086309,36.28470807
2018,1,25.259769,14.170818
2018,3,8.36622,39.466646
2018,1,12.483333,1.516667
2018,2,44.9744497,19.92084226
2018,38,27.8174487,-99.0128926
2018,1,31.93497319,-112.8407076
2018,1,7.818634,-72.450832
2018,2,23.092959,22.659192
2018,1,29.625085,20.386066
2018,1,11.183333,-4.283333
2018,1,26.15417936,-98.178919
2018,1,21.14317,23.823002
2018,1,9.511606,44.059039
2018,2,10.4875,-5.653611
2018,1,32.65909363,-115.5902407
2018,1,35.839071,-5.940122119
2018,1,31.58363647,-106.2268486
2018,1,32.1244013,-111.7223575
2018,1,31.9838709,-112.8219419
2018,3,29.80195092,24.17214306
2018,2,25.607538,13.911151
2018,1,3.536064,39.065407
2018,2,29.1299,20.360782
2018,1,-0.310591,42.39613
2018,1,31.723048,14.025968
2018,1,12.483333,1.516667
2018,6,39.25381588,26.5701641
2018,1,40.91451136,26.26050967
2018,1,20.610678,27.916851
2018,1,12.953846,36.152215
2018,2,21.818949,31.378376
2018,6,16.58354194,42.85099831
2018,2,36.03741505,36.38152877
2018,1,20.610678,27.916851
2018,1,18.07428,34.434549
2018,3,15.58014,39.443588
2018,1,5.321172,39.569408
2018,1,13.45,-6.266667
2018,1,32.71264677,-114.9430239
2018,3,21.45206,24.135751
2018,1,0.345906,40.882634
2018,1,27.01836874,-98.32654037
2018,1,20.610678,27.916851
2018,1,19.635357,27.103538
2018,2,32.8717829,13.41616678
2018,1,18.07428,34.434549
2018,1,2.5,42.329444
2018,10,35.53564,-4.027877171
2018,1,27.49922382,-99.5076524
2018,1,26.29603975,-98.56500629
2018,1,25.853161,14.22244
2018,1,32.69922199,-115.2280386
2018,1,31.8529343,-112.7287505
2018,1,7.18334,-72.8833
2018,1,2.5,42.329444
2018,1,16.967643,7.985137
2018,1,32.3770211,-113.1654307
2018,1,32.3770211,-113.1654307
2018,1,41.076758,22.23965977
2018,3,36.0087039,36.37542524
2018,2,21.053344,24.890891
2018,1,6.770377,47.41765
2018,1,22.396611,26.693147
2018,1,-22.22754806,30.00482647
2018,1,27.59122842,-99.40592836
2018,1,32.0250357,-111.3268649
2018,1,6.505391,100.68001
2018,1,21.983583,23.441843
2018,1,24.740071,13.7307
2018,1,27.13573851,-98.64676591
2018,1,27.60461584,-99.39906191
2018,1,32.3881816,-115.2257264
2018,1,23.648314,22.326002
2018,2,21.943709,27.672666
2018,2,19.635357,27.103538
2018,2,21.943709,27.672666
2018,2,5.321172,39.569408
2018,7,5.321172,39.569408
2018,1,28.69742536,-100.5108255
2018,3,36.82736503,2.019972304
2018,1,32.70537292,-115.1729994
2018,2,40.8710918,26.04773382
2018,4,41.32651129,26.50971343
2018,2,32.80716844,13.55349588
2018,1,25.42056422,-101.016037
2018,5,13.20886215,47.03261942
2018,1,28.2616536,-99.8093986
2018,2,18.07428,34.434549
2018,44,35.74454645,34.03825147
2018,1,35.21182554,-2.929643537
2018,1,31.459629,-110.089668
2018,1,22.143669,22.317084
2018,2,3.536064,39.065407
2018,1,34.37292383,14.2678989
2018,2,34.80704995,14.35578953
2018,2,27.014784,14.312175
2018,2,21.943709,27.672666
2018,8,32.87012866,12.19152425
2018,2,19.40523715,5.753553026
2018,1,21.943709,27.672666
2018,17,33.06467617,12.49621399
2018,1,27.6222604,-99.54943728
2018,1,31.5236344,-111.5638201
2018,1,31.4466578,-110.3713132
2018,1,23.467103,22.394775
2018,1,27.540416,14.282182
2018,1,16.946465,7.967111
2018,1,16.985362,7.97281
2018,1,-0.310591,42.39613
2018,4,33.25941666,12.35631918
2018,3,16.96907688,92.1871776
2018,1,8.683377435,-77.34731163
2018,1,16.993078,8.007654
2018,2,35.98021356,-1.303581809
2018,1,25.51901727,-103.4365844
2018,1,16.967643,7.985137
2018,1,16.967643,7.985137
2018,2,27.112849,16.010267
2018,1,36.03706577,36.38050487
2018,1,27.062788,15.071861
2018,1,9.573928,41.845284
2018,1,19.635357,27.103538
2018,1,26.41288059,-99.03396164
2018,1,32.448212,-111.699247
2018,1,10.616667,1.266667
2018,1,32.0577019,-112.1430215
2018,1,31.723048,14.025968
2018,1,32.454,-116.1609
2018,1,31.89888997,-112.0571052
2018,1,36.00373219,36.36981765
2018,3,29.898645,61.364025
2018,1,22.976271,22.479841
2018,1,19.635357,27.103538
2018,2,6.455027,3.384082
2018,1,6.666667,-1.616667
2018,1,32.36727858,-115.8858753
2018,1,32.68075667,-115.4481011
2018,1,31.353453,-109.6516156
2018,1,31.7253221,-112.0055213
2018,1,24.454284,13.207711
2018,1,22.14132,5.690257
