company_name,company_region,company_city,funding_round_type,funding_round_code
#waywire,New York City,New York,seed,
&TV Communications,Los Angeles,Los Angeles,venture,
&TV Communications,Los Angeles,Los Angeles,venture,
'Rock' Your Paper,Tallinn,Tallinn,seed,
(In)Touch Network,London,London,seed,
-R- Ranch and Mine,Dallas,Fort Worth,equity_crowdfunding,
-R- Ranch and Mine,Dallas,Fort Worth,equity_crowdfunding,
.Club Domains,Ft. Lauderdale,Oakland Park,venture,B
.Fox Networks,Buenos Aires,Buenos Aires,undisclosed,
0-6.com,,,venture,A
004 Technologies,"Springfield, Illinois",Champaign,venture,
01Games Technology,Hong Kong,Hong Kong,seed,
"1,2,3 Listo",Santiago,Las Condes,seed,
1-4 All,NC - Other,Connellys Springs,equity_crowdfunding,
1-800-DENTIST,Los Angeles,Los Angeles,undisclosed,
1-800-DOCTORS,Newark,Iselin,convertible_note,
1.618 Technology,Orlando,Orlando,equity_crowdfunding,
10 Minutes With,London,London,venture,A
10 Minutes With,London,London,seed,
10-20 Media,Baltimore,Woodbine,debt_financing,
10-20 Media,Baltimore,Woodbine,debt_financing,
10-20 Media,Baltimore,Woodbine,debt_financing,
10-20 Media,Baltimore,Woodbine,debt_financing,
1000 Corks,"Portland, Oregon",Lake Oswego,seed,
1000 Markets,,,seed,
1000jobboersen.de,Berlin,Berlin,venture,B
1000memories,SF Bay Area,San Francisco,seed,
1000memories,SF Bay Area,San Francisco,venture,A
1000museums.com,Seattle,Bellevue,venture,
1000museums.com,Seattle,Bellevue,venture,
1000museums.com,Seattle,Bellevue,debt_financing,
1000museums.com,Seattle,Bellevue,venture,
1000museums.com,Seattle,Bellevue,debt_financing,
1000museums.com,Seattle,Bellevue,venture,
1001 Menus,Paris,Paris,seed,
1001 Menus,Paris,Paris,venture,A
1001 Menus,Paris,Paris,venture,A
1001 Menus,Paris,Paris,seed,
1006.tv,Beijing,Beijing,angel,
1006.tv,Beijing,Beijing,venture,A
1006.tv,Beijing,Beijing,venture,B
100du.tv,,,venture,C
100du.tv,,,venture,A
100e.com,Beijing,Beijing,venture,
100e.com,Beijing,Beijing,venture,
100health,Madison,Madison,seed,
100Plus,SF Bay Area,San Francisco,seed,
100Plus,SF Bay Area,San Francisco,venture,
1010data,New York City,New York,venture,
10°North,Toronto,Mississauga,debt_financing,
10BestThings,Cleveland,Cleveland,seed,
10sec,,,seed,
10sec,,,seed,
10seconds Software,Sydney,Sydney,angel,
10Six,New York City,New York,seed,
10X Technologies,SF Bay Area,Oakland,debt_financing,
10X10 Room,Boston,Lexington,debt_financing,
115 network disks,,,angel,
117go,Shanghai,Shanghai,venture,B
11i Solutions,Huntsville,Huntsville,venture,
12 Labs,,,seed,
12 Star Survival,,,equity_crowdfunding,
120 Sports,Chicago,Chicago,undisclosed,
121 Rentals,TX - Other,Amarillo,debt_financing,
121cast,Melbourne,Melbourne,grant,
121cast,Melbourne,Melbourne,seed,
121nexus,Providence,Providence,seed,
121nexus,Providence,Providence,seed,
121nexus,Providence,Providence,angel,
121nexus,Providence,Providence,grant,
121nexus,Providence,Providence,grant,
121nexus,Providence,Providence,grant,
1234ENTER,,,seed,
1234ENTER,,,venture,
123ContactForm,Timisoara,Timisoara,angel,
1248,London,Cambridge,seed,
12Bis,Paris,Paris,seed,
12Return,NLD - Other,Gorinchem,angel,
12Society,Los Angeles,West Hollywood,seed,
1366 Technologies,Boston,Bedford,venture,C
1366 Technologies,Boston,Bedford,grant,
1366 Technologies,Boston,Bedford,venture,B
1366 Technologies,Boston,Bedford,venture,A
1366 Technologies,Boston,Bedford,venture,C
1366 Technologies,Boston,Bedford,venture,B
1366 Technologies,Boston,Bedford,venture,B
1366 Technologies,Boston,Bedford,venture,
139shop,CHN - Other,,venture,A
13th Lab,Stockholm,Stockholm,seed,
140 Proof,SF Bay Area,San Francisco,venture,A
140 Proof,SF Bay Area,San Francisco,venture,B
140Fire,Los Angeles,Santa Monica,seed,
159.com,CHN - Other,,venture,A
159.com,CHN - Other,,venture,B
15Five,SF Bay Area,San Francisco,angel,
15Five,SF Bay Area,San Francisco,angel,
15Five,SF Bay Area,San Francisco,seed,
15MinutesNOW,,,seed,
16 Mile Solutions,Seattle,Seattle,venture,
169 ST.,Orlando,Lake Mary,angel,
16Lab Inc.,,,seed,
170 Systems,Boston,Bedford,venture,A
17u.cn,Shanghai,Suzhou,venture,C
17u.cn,Shanghai,Suzhou,venture,A
17u.cn,Shanghai,Suzhou,venture,C
1871,Chicago,Chicago,grant,
19pay,Beijing,Beijing,venture,B
19pay,Beijing,Beijing,undisclosed,
19pay,Beijing,Beijing,undisclosed,
1bib,Guangzhou,Guangzhou,venture,A
1C Company,Moscow,Moscow,private_equity,
1calendar,Copenhagen,Copenhagen,angel,
1Cast,Seattle,Kirkland,undisclosed,
1CLICK,Bangalore,Bangalore,seed,
1CloudStar,Singapore,Singapore,seed,
1d4 Pty,Aust-Agder,,seed,
1DayLater,,,grant,
1DayLater,,,debt_financing,
1DayMakeover,"Orange County, California",Santa Ana,seed,
1DocWay,Philadelphia,Philadelphia,seed,
1Energy Systems,Seattle,Seattle,venture,
1EQ,,,seed,
1EQ,,,seed,
1EQ,,,seed,
1jiajie,Beijing,Beijing,venture,A
1jiajie,Beijing,Beijing,venture,A
1Lay,,,seed,
1Life Healthcare,SF Bay Area,San Francisco,venture,E
1Mind,"Manchester, New Hampshire",Hampton Falls,seed,
1o1Media,Berlin,Berlin,seed,
1Rebel,,,equity_crowdfunding,
1Ring,,,undisclosed,
1RP Media,Los Angeles,Los Angeles,seed,
1SDK,Berlin,Berlin,seed,
1SDK,Berlin,Berlin,seed,
1spire,Houston,Houston,venture,
1st Choice Lawn Care,Shreveport,Bossier City,equity_crowdfunding,
1st Merchant Funding,Miami,Miami,debt_financing,
1stdibs,New York City,New York,venture,C
1stdibs,New York City,New York,undisclosed,
1stdibs,New York City,New York,seed,
1stdibs,New York City,New York,venture,
1stGig.com,"Albany, New York",Saratoga Springs,angel,
1V1 DRAFT GAEMS,Asheville,Asheville,equity_crowdfunding,
1World Online,SF Bay Area,San Jose,venture,A
1World Online,SF Bay Area,San Jose,venture,A
2 Minutes,Paris,Paris,venture,A
2 Pro Media Group,,,seed,
2-Observe,BEL - Other,Ferrières,seed,
20/20 Gene Systems Inc.,"Washington, D.C.",Rockville,venture,
2080 Media,Atlanta,Atlanta,venture,D
2080 Media,Atlanta,Atlanta,debt_financing,
2080 Media,Atlanta,Atlanta,debt_financing,
2080 Media,Atlanta,Atlanta,venture,A
2080 Media,Atlanta,Atlanta,venture,
20:20 Mobile,IRL - Other,Cree,venture,
20lines,Roncade,Roncade,seed,
20lines,Roncade,Roncade,seed,
20lines,Roncade,Roncade,seed,
20x200,New York City,New York,venture,A
20x200,New York City,New York,venture,A
21Cake Food Co.,Beijing,Beijing,angel,
21Diamonds,New Delhi,Gurgaon,venture,C
2.10E+07,SF Bay Area,San Francisco,venture,
21GRAMS,Stockholm,Stockholm,venture,
21st Century Oncology,Fort Myers,Fort Myers,private_equity,
21viaNet,Beijing,Beijing,post_ipo_equity,
21viaNet,Beijing,Beijing,post_ipo_equity,
22nd Century Group,NY - Other,Clarence,venture,
22nd Century Group,NY - Other,Clarence,debt_financing,
22nd Century Group,NY - Other,Clarence,debt_financing,
22nd Century Group,NY - Other,Clarence,venture,A
22nd Century Group,NY - Other,Clarence,venture,
22nd Century Group,NY - Other,Clarence,debt_financing,
22seeds,Tel Aviv,Tel Aviv,seed,
2345.com,Shanghai,Shanghai,venture,B
2345.com,Shanghai,Shanghai,undisclosed,
2359 Media,Singapore,Singapore,venture,A
23andMe,SF Bay Area,Mountain View,grant,
23andMe,SF Bay Area,Mountain View,venture,D
23andMe,SF Bay Area,Mountain View,venture,B
23andMe,SF Bay Area,Mountain View,venture,C
23andMe,SF Bay Area,Mountain View,venture,A
23andMe,SF Bay Area,Mountain View,venture,C
23press,Toronto,Toronto,seed,
24 Hour Pro Muscle Gym,Florida's Space Coast,Rockledge,equity_crowdfunding,
24 Media Network,Stockholm,Stockholm,undisclosed,
24 Media Network,Stockholm,Stockholm,venture,
24 Quan,,,venture,A
24 Quan,,,angel,
24/7 Card,Los Angeles,Los Angeles,venture,A
24/7 Card,Los Angeles,Los Angeles,venture,A
24/7 Card,Los Angeles,Los Angeles,venture,
247 Techies,New York City,New York,seed,
248 SolidState,Los Angeles,Rolling Hills Estates,venture,B
24Fundraiser.com,Chicago,Willowbrook,seed,
24h00,Paris,Paris,seed,
24M Technologies,Salisbury,Cambridge,venture,A
24PageBooks,"Rochester, New York",Rochester,seed,
24Symbols,Madrid,Madrid,seed,
24tidy,CHN - Other,,angel,
24tidy,CHN - Other,,venture,A
24x7 Learning,Bangalore,Bangalore,venture,
250ok,Indianapolis,Indianapolis,seed,
25eight,,,seed,
265 Network,Beijing,Beijing,venture,
27 bards,SF Bay Area,Stanford,seed,
27 Perry,Denver,Boulder,seed,
280 North,,,angel,
280 North,,,seed,
28msec,SF Bay Area,Palo Alto,venture,
29West,,,undisclosed,
2AdPro Media Solutions,Los Angeles,Woodland Hills,venture,A
2B Angels,Tel Aviv,Herzliya,seed,
2C2P,Bangkok,Bangkok,venture,A
2C2P,Bangkok,Bangkok,seed,
2C2P,Bangkok,Bangkok,venture,B
2can,Moscow,Moscow,venture,B
2can,Moscow,Moscow,venture,A
2Catalyze,Toronto,Toronto,venture,
2Checkout,"Columbus, Ohio",Columbus,venture,A
2CODE Online,,,seed,
2CRisk,Brisbane,Brisbane,grant,
2CRisk,Brisbane,Brisbane,grant,
2d2c,Chicago,Lincolnshire,debt_financing,
2d2c,Chicago,Lincolnshire,venture,
2d2c,Chicago,Lincolnshire,venture,
2degreesmobile,Auckland,Auckland,debt_financing,
2DHeat,Warrington,Warrington,grant,
2DHeat,Warrington,Warrington,angel,
2DHeat,Warrington,Warrington,grant,
2DHeat,Warrington,Warrington,angel,
2DOLife.com,SF Bay Area,San Pablo,grant,
2Duche,Shanghai,Shanghai,undisclosed,
2Duche,Shanghai,Shanghai,undisclosed,
2GO Mobile Solutions,Dallas,Plano,angel,
2heuresavant,Paris,Paris,seed,
2houses,Brussels,Bel,seed,
2houses,Brussels,Bel,venture,A
"2nd Story Software, Inc.",Cedar Rapids,Cedar Rapids,private_equity,
2nd Watch,Seattle,Seattle,venture,
2nd Watch,Seattle,Seattle,venture,C
2nd Watch,Seattle,Seattle,venture,C
2nd Watch,Seattle,Seattle,venture,
2NDNATURE,SF Bay Area,Santa Cruz,venture,
2NGageU,VT - Other,Williston,seed,
2Nite2Nite.net,Sacramento,Elk Grove,equity_crowdfunding,
2Peer (Qlipso),,,undisclosed,
2sms,Chicago,Schaumburg,venture,
2theloo,,,private_equity,
2threads,Sydney,Sydney,angel,
2threads,Sydney,Sydney,seed,
2U,Baltimore,Hanover,venture,C
2U,Baltimore,Hanover,venture,A
2U,Baltimore,Hanover,venture,D
2U,Baltimore,Hanover,venture,B
2U,Baltimore,Hanover,seed,
2U,Baltimore,Hanover,venture,D
2Vancouver,Vancouver,Vancouver,venture,
2Web Technologies,,,angel,
2Win-Solutions,Tel Aviv,Ra'anana,seed,
3 day Blinds,Anaheim,Irvine,undisclosed,
3 Four 5 Group,Las Vegas,Las Vegas,equity_crowdfunding,
3-V Biosciences,SF Bay Area,Menlo Park,venture,C
3-V Biosciences,SF Bay Area,Menlo Park,venture,B
3-V Biosciences,SF Bay Area,Menlo Park,venture,
3-V Biosciences,SF Bay Area,Menlo Park,venture,
30 Second Showcase,Newark,Clifton,seed,
303 Luxury Car Service,Denver,Denver,debt_financing,
312 Capital,Chicago,Chicago,equity_crowdfunding,
31Dover,London,London,venture,B
3225 films,Philadelphia,Philadelphia,equity_crowdfunding,
33Across,New York City,New York,venture,A
33Across,New York City,New York,venture,
33Across,New York City,New York,seed,
33Across,New York City,New York,venture,C
33Across,New York City,New York,venture,B
360Cities,Prague,Prague,angel,
"360fly, Inc.",Pittsburgh,Pittsburgh,venture,B
360Guanxi,Shanghai,Shanghai,venture,
360imaging,Atlanta,Atlanta,venture,A
360imaging,Atlanta,Atlanta,venture,A
360incentives.com,Toronto,Whitby,venture,
360Learning,Paris,Paris,seed,
360pi,Ottawa,Ottawa,undisclosed,
360pi,Ottawa,Ottawa,venture,
360SHOP,CHN - Other,,venture,A
360T,Frankfurt,Frankfurt Am Main,undisclosed,
365 Data Centers,SF Bay Area,Emeryville,venture,B
365 docobites,Sydney,Sydney,undisclosed,
365 Good Teacher,,,undisclosed,
365 Retail Markets,Detroit,Troy,venture,A
365looks,ESP - Other,,seed,
365looks,ESP - Other,,seed,
365net,,,undisclosed,
365Scores,Tel Aviv,Tel Aviv,venture,A
365Scores,Tel Aviv,Tel Aviv,venture,B
365webcall,Hangzhou,Hangzhou,venture,A
36Kr,Beijing,Beijing,angel,
36Kr,Beijing,Beijing,venture,A
37coins,SF Bay Area,Sunnyvale,seed,
37mhealth,CHN - Other,,angel,
382 Communications,Boston,Quincy,debt_financing,
39 Health,,,undisclosed,
39 Health,,,venture,
3BaysOver,Geneva,Geneva,seed,
3BaysOver,Geneva,Geneva,angel,
3C Plus,Curitiba,Curitiba,seed,
3CI,Bolzano,Bolzano,grant,
3ClickEMR Corporation,Boston,West Roxbury,angel,
3ClickEMR Corporation,Boston,West Roxbury,seed,
3CLogic,"Washington, D.C.",Rockville,venture,B
3CLogic,"Washington, D.C.",Rockville,convertible_note,
3D Biomatrix,Detroit,Ann Arbor,seed,
3D Control Systems,SF Bay Area,San Francisco,seed,
3D Data,Boston,Quincy,debt_financing,
3D Eye Solutions,Orlando,Longwood,venture,
3D Eye Solutions,Orlando,Longwood,venture,
3D Forms,,,undisclosed,
3D FUTURE VISION II,Orlando,Longwood,venture,
3D FUTURE VISION II,Orlando,Longwood,venture,
3D Hubs,Amsterdam,Amsterdam,seed,
3D Hubs,Amsterdam,Amsterdam,venture,A
3D Industri.es,Cincinnati,Cincinnati,seed,
3D Industri.es,Cincinnati,Cincinnati,angel,
"3D Operations, Inc.",,,seed,
3D Product Imaging,,,convertible_note,
3D Product Imaging,,,debt_financing,
3D Robotics,San Diego,San Diego,venture,A
3D Robotics,San Diego,San Diego,venture,C
3D Robotics,San Diego,San Diego,venture,B
3D Sports Technology,Minneapolis,Minneapolis,venture,
3D Sports Technology,Minneapolis,Minneapolis,venture,
3D Sports Technology,Minneapolis,Minneapolis,venture,
3D Systems,SC - Other,Rock Hill,post_ipo_debt,
3D Systems,SC - Other,Rock Hill,venture,
3D Systems,SC - Other,Rock Hill,venture,
3d Vision Systems,Detroit,Ann Arbor,venture,
3D-4U,WA - Other,Pullman,debt_financing,
3DBin,SF Bay Area,Redwood City,venture,
3dCart Shopping Cart Software,Ft. Lauderdale,Lauderhill,angel,
3Derm Systems,Hartford,New Haven,seed,
3dim,,,seed,
3Discovered,Chicago,Chicago,seed,
3DiVi Company,RUS - Other,Miass,seed,
3DiVi Company,RUS - Other,Miass,grant,
3DLT.com,KY - Other,Covington,debt_financing,
3Dmena,,,seed,
3DMGAME,,,angel,
3dplusme,Salt Lake City,Salt Lake City,venture,
3DR Laboratories,Louisville,Louisville,debt_financing,
3DR Laboratories,Louisville,Louisville,venture,
3DSoC,Bangalore,Bangalore,venture,B
3DSoC,Bangalore,Bangalore,venture,A
3DVista,,,venture,
3FLOZ,New York City,New York,seed,
3Funnel,Picardie,Irles,seed,
3G Multimedia,Budapest,Budapest,venture,A
3G Multimedia,Budapest,Budapest,venture,A
3Guppies,Seattle,Seattle,venture,A
3GV8 International Inc,Beijing,Beijing,undisclosed,
3GV8 International Inc,Beijing,Beijing,venture,A
3i Systems,Guangdong,Guangdong,venture,B
3i Systems,Guangdong,Guangdong,venture,
3i Systems,Guangdong,Guangdong,venture,
3Jam,SF Bay Area,San Francisco,venture,A
3KeyIt,Fayetteville,Fayetteville,equity_crowdfunding,
3Leaf,SF Bay Area,Santa Clara,venture,A
3Leaf,SF Bay Area,Santa Clara,venture,B
3Leaf,SF Bay Area,Santa Clara,venture,C
3LM,,,seed,
3nder,,,seed,
3Nod,Shenzhen,Shenzhen,venture,A
3P Biopharmaceuticals,Navarra,,venture,
3P Biopharmaceuticals,Navarra,,venture,
3Pillar Global,"Washington, D.C.",Fairfax,venture,A
3Pillar Global,"Washington, D.C.",Fairfax,debt_financing,
3Pillar Global,"Washington, D.C.",Fairfax,venture,
3Pillar Global,"Washington, D.C.",Fairfax,venture,
3Play Media,Boston,Cambridge,seed,
3Play Media,Boston,Cambridge,venture,
3Play Media,Boston,Cambridge,venture,
3point5.com,Salt Lake City,Salt Lake City,venture,B
3PointData,,,seed,
3POWER ENERGY GROUP,Plymouth,Plymouth,private_equity,
3rd Planet,CHN - Other,,angel,
3rd Planet,CHN - Other,,venture,A
3rdKind,Tokyo,Tokyo,venture,
3ROAM,Nice,Mougins,venture,
3scale,Barcelona,Barcelona,private_equity,
3scale,Barcelona,Barcelona,seed,
3Scan,SF Bay Area,San Francisco,seed,
3Scan,SF Bay Area,San Francisco,seed,
3Scan,SF Bay Area,San Francisco,grant,
3seventy,Austin,Austin,seed,
3Sourcing,SF Bay Area,San Francisco,seed,
3SP Group,Franche-Comte,,venture,
3sun,Norfolk,,venture,
3TEN8,SF Bay Area,Santa Clara,seed,
3TIER,Seattle,Seattle,venture,B
3TIER,Seattle,Seattle,venture,
3TIER,Seattle,Seattle,venture,
3Touch,IRL - Other,Athlone,venture,
3V Transaction Services,Dublin,Dublin,venture,A
3VR,SF Bay Area,San Francisco,venture,D
3VR,SF Bay Area,San Francisco,debt_financing,
3VR,SF Bay Area,San Francisco,venture,A
3VR,SF Bay Area,San Francisco,venture,E
3VR,SF Bay Area,San Francisco,venture,B
3VR,SF Bay Area,San Francisco,venture,C
3X Systems,"Columbus, Ohio",Columbus,venture,A
3X Systems,"Columbus, Ohio",Columbus,venture,
3yy game platform,,,angel,
4 Animals AlsterScience GmbH,Hamburg,Hamburg,venture,
4 the stars,BWA - Other,Ramotswa,equity_crowdfunding,
4-Tell,WA - Other,Stevenson,venture,
4-Tell,WA - Other,Stevenson,venture,A
4-Tell,WA - Other,Stevenson,debt_financing,
4-Tell,WA - Other,Stevenson,seed,
4-Tell,WA - Other,Stevenson,seed,
40 Partners Ltd,London,London,seed,
404 Found!,,,venture,A
404 Found!,,,seed,
405Labs,San Diego,San Diego,venture,
40billion.com,Atlanta,Atlanta,seed,
40billion.com,Atlanta,Atlanta,seed,
40billion.com,Atlanta,Atlanta,seed,
410 Labs,Baltimore,Baltimore,venture,A
41st Parameter,SF Bay Area,San Jose,venture,B
41st Parameter,SF Bay Area,San Jose,venture,D
41st Parameter,SF Bay Area,San Jose,venture,C
41st Parameter,SF Bay Area,San Jose,venture,
42,SF Bay Area,San Francisco,seed,
42,SF Bay Area,San Francisco,seed,
422 Group,Atlanta,Tucker,venture,
42Floors,SF Bay Area,San Francisco,undisclosed,
42Floors,SF Bay Area,San Francisco,seed,
42Floors,SF Bay Area,San Francisco,venture,A
42Floors,SF Bay Area,San Francisco,venture,B
42matters AG,Zurich,Zürich,seed,
42matters AG,Zurich,Zürich,venture,A
42Networks,Stockholm,Kista,venture,B
"43 Things, The Robot Co-op",Seattle,Seattle,undisclosed,
46elks,Stockholm,Stockholm,seed,
46elks,Stockholm,Stockholm,seed,
480 Biomedical,Boston,Watertown,venture,
480 Biomedical,Boston,Watertown,venture,A
480 Biomedical,Boston,Watertown,debt_financing,
48domain,Atlanta,Douglasville,equity_crowdfunding,
490 Entertainment,Long Island,Smithtown,equity_crowdfunding,
4:33 Creative Lab,Seoul,Seoul,private_equity,
4Blox,SF Bay Area,San Jose,undisclosed,
4C Insights,New York City,New York,venture,
4Cable TV,Myrtle Beach,Conway,seed,
4D Energetics,SF Bay Area,Menlo Park,equity_crowdfunding,
4D Energetics,SF Bay Area,Menlo Park,undisclosed,
4DK Technologies,"Washington, D.C.",Herndon,private_equity,
4FRONT PARTNERS,Sarasota - Bradenton,Sarasota,venture,
4Home,SF Bay Area,Sunnyvale,convertible_note,
4Home,SF Bay Area,Sunnyvale,venture,C
4Home,SF Bay Area,Sunnyvale,venture,A
4Home,SF Bay Area,Sunnyvale,venture,B
4Home,SF Bay Area,Sunnyvale,venture,
4Home,SF Bay Area,Sunnyvale,venture,
4INFO,SF Bay Area,San Mateo,venture,E
4INFO,SF Bay Area,San Mateo,venture,D
4INFO,SF Bay Area,San Mateo,venture,C
4INFO,SF Bay Area,San Mateo,venture,E
4INFO,SF Bay Area,San Mateo,venture,D
4INFO,SF Bay Area,San Mateo,debt_financing,
4INFO,SF Bay Area,San Mateo,venture,
4INFO,SF Bay Area,San Mateo,venture,
4Less,,,angel,
4meee,Tokyo,Tokyo,seed,
4moms,Pittsburgh,Pittsburgh,seed,
4moms,Pittsburgh,Pittsburgh,seed,
4moms,Pittsburgh,Pittsburgh,venture,
4moms,Pittsburgh,Pittsburgh,venture,
4s91.com,,,venture,A
4Soils,SF Bay Area,Stanford,seed,
4Tech,Boston,Waltham,private_equity,
4th aspect,Sunderland Bridge,Sunderland Bridge,seed,
4th aspect,Sunderland Bridge,Sunderland Bridge,seed,
4th aspect,Sunderland Bridge,Sunderland Bridge,seed,
4th aspect,Sunderland Bridge,Sunderland Bridge,seed,
4tiitoo GmbH,Munich,Munich,venture,B
4vets,Sao Paulo,São Paulo,debt_financing,
5 CUPS and some sugar,Berlin,Berlin,private_equity,
5 examples,Raleigh,Morrisville,venture,
5 Million Shoppers,Dallas,Dallas,seed,
5 Minutes,Shanghai,Shanghai,venture,A
5 O'Clock Records,New York City,New York,seed,
5 O'Clock Records,New York City,New York,angel,
5 Screens Media,,,angel,
5 Screens Media,,,seed,
5 Star Mobile,Ft. Lauderdale,Fort Lauderdale,equity_crowdfunding,
5 Star Quarterback,Providence,Johnston,equity_crowdfunding,
50 Cubes,SF Bay Area,San Francisco,secondary_market,
50 Partners,Paris,Paris,seed,
500 Luchadores,SF Bay Area,Mountain View,venture,
500Friends,SF Bay Area,San Francisco,seed,
500Friends,SF Bay Area,San Francisco,venture,B
500Friends,SF Bay Area,San Francisco,debt_financing,
500Friends,SF Bay Area,San Francisco,venture,A
500Friends,SF Bay Area,San Francisco,undisclosed,
500Friends,SF Bay Area,San Francisco,seed,
500Indies,,,seed,
500px,Toronto,Toronto,venture,A
500px,Toronto,Toronto,seed,
500Shops,Lagos,Yaba,seed,
51 Auto,,,venture,
51 Give,Beijing,Beijing,venture,A
51.com,Shanghai,Shanghai,venture,A
51.com,Shanghai,Shanghai,venture,B
51.com,Shanghai,Shanghai,venture,
5151tuan,CHN - Other,,angel,
5173.com,CHN - Other,Jinhua,venture,B
5173.com,CHN - Other,Jinhua,undisclosed,
5173.com,CHN - Other,Jinhua,venture,
51aiya.com,Shenzhen,Shenzhen,angel,
51credit.com,Beijing,Beijing,venture,A
51credit.com,Beijing,Beijing,venture,B
51edj,Beijing,Beijing,undisclosed,
51edj,Beijing,Beijing,venture,
51edu,Beijing,Beijing,venture,A
51edu,Beijing,Beijing,venture,B
51fanli,Shanghai,Shanghai,venture,A
51fanli,Shanghai,Shanghai,venture,B
51hejia.com,Shanghai,Shanghai,venture,B
51intern.com è‹±è…¾ç½‘,Shanghai,Shanghai,seed,
51Talk,Beijing,Beijing,venture,A
51Talk,Beijing,Beijing,venture,B
51Talk,Beijing,Beijing,angel,
51Talk,Beijing,Beijing,venture,C
51wan,Beijing,Beijing,venture,B
51wan,Beijing,Beijing,venture,A
5211game,Shanghai,Shanghai,venture,
525j.com.cn,,,angel,
556 Fitness,MD - Other,Waldorf,equity_crowdfunding,
55social,,,venture,
55tuan.com,Beijing,Beijing,undisclosed,
55tuan.com,Beijing,Beijing,venture,A
56.com,Guangzhou,Guangzhou,venture,A
56.com,Guangzhou,Guangzhou,venture,B
58.com,CHN - Other,Chaoyang,post_ipo_equity,
58.com,CHN - Other,Chaoyang,venture,B
58.com,CHN - Other,Chaoyang,venture,C
58.com,CHN - Other,Chaoyang,venture,D
58.com,CHN - Other,Chaoyang,venture,A
58.com,CHN - Other,Chaoyang,venture,
591wed,Beijing,Beijing,venture,
5app,London,London,seed,
5BARz International,Seattle,Seattle,post_ipo_equity,
5BARz International,Seattle,Seattle,post_ipo_equity,
5by,,,seed,
5gig,,,angel,
5i Sciences,San Diego,Rancho Santa Fe,private_equity,
5i Sciences,San Diego,Rancho Santa Fe,debt_financing,
5k Fans,Los Angeles,Los Angeles,debt_financing,
5min Media,New York City,New York,venture,B
5min Media,New York City,New York,angel,
5min Media,New York City,New York,venture,A
5minutes,London,London,seed,
5nine Software,Newark,Middletown,venture,
5o9,Denver,Boulder,seed,
5Rocks,Seoul,Seoul,seed,
5Rocks,Seoul,Seoul,seed,
5skills,,,seed,
5th Avenue Media,New York City,New York,seed,
5th Finger,SF Bay Area,San Francisco,venture,A
5th Planet Games,Sacramento,Roseville,venture,
5to1,Seattle,Seattle,venture,
5to1,Seattle,Seattle,debt_financing,
5to1,Seattle,Seattle,venture,
5to1,Seattle,Seattle,venture,
60mo,Edinburgh,Edinburgh,seed,
60mo,Edinburgh,Edinburgh,seed,
60mo,Edinburgh,Edinburgh,venture,A
64 Pixels,SF Bay Area,Mountain View,angel,
640 Labs,Chicago,Chicago,seed,
640 Labs,Chicago,Chicago,convertible_note,
640 Labs,Chicago,Chicago,convertible_note,
66. com,,,angel,
6APT,Beijing,Beijing,venture,
6connect,SF Bay Area,San Francisco,venture,A
6fusion,Raleigh,Raleigh,venture,A
6fusion,Raleigh,Raleigh,venture,B
6fusion,Raleigh,Raleigh,debt_financing,
6fusion,Raleigh,Raleigh,debt_financing,
6fusion,Raleigh,Raleigh,venture,
6Qube,Austin,Cedar Park,debt_financing,
6renyou.com,,,venture,B
6renyou.com,,,venture,A
6Rooms,CHN - Other,,venture,C
6Rooms,CHN - Other,,venture,B
6Rooms,CHN - Other,,venture,A
6Scan,Tel Aviv,Tel Aviv,undisclosed,
6Scan,Tel Aviv,Tel Aviv,undisclosed,
6Scan,Tel Aviv,Tel Aviv,undisclosed,
6Sense,SF Bay Area,San Francisco,venture,A
6Sense,SF Bay Area,San Francisco,seed,
6SensorLabs,SF Bay Area,San Francisco,venture,
6sicuro.it,Milan,Milan,venture,
6th Sense Analytics,Raleigh,Morrisville,venture,A
6th Sense Analytics,Raleigh,Morrisville,venture,
6th Wave Innovations Corporation,Baltimore,Arnold,equity_crowdfunding,
6Waves,Hong Kong,Causeway Bay,venture,
6Waves,Hong Kong,Causeway Bay,venture,
6Wunderkinder,Berlin,Berlin,venture,B
6Wunderkinder,Berlin,Berlin,seed,
6Wunderkinder,Berlin,Berlin,venture,A
6Wunderkinder,Berlin,Berlin,undisclosed,
6Wunderkinder,Berlin,Berlin,venture,
7 Billion People,Austin,Austin,debt_financing,
7 Billion People,Austin,Austin,seed,
7 Billion People,Austin,Austin,venture,
7 Cups of Tea,Norfolk - Virginia Beach,Virginia Beach,seed,
7 Cups of Tea,Norfolk - Virginia Beach,Virginia Beach,seed,
7 Elements Studios,,,seed,
7 Oaks Pharmaceutical,Greenville - Spartanburg,Easley,venture,
7 Star Entertainment,Ft. Lauderdale,Pompano Beach,venture,
7-bites,JPN - Other,,seed,
71lbs,Ft. Lauderdale,Fort Lauderdale,angel,
71lbs,Ft. Lauderdale,Fort Lauderdale,angel,
71lbs,Ft. Lauderdale,Fort Lauderdale,seed,
71lbs,Ft. Lauderdale,Fort Lauderdale,seed,
71lbs,Ft. Lauderdale,Fort Lauderdale,seed,
720°,Helsinki,Espoo,seed,
72798.com,,,venture,A
72xuan,,,venture,
77 Pieces,Wellington,Wellington,seed,
777 Davis,SF Bay Area,San Leandro,seed,
79 Group,Houston,Pearland,debt_financing,
7AC Technologies,Boston,Beverly,debt_financing,
