"userid","data_to_parse"
"54f52f515fe66","""value"":""Y;U;A1;W""}]"
"54f59bcf09322","""value"":""N;U;I2;W""}]"
"54f409e0e632f","""value"":""N;U;A5;W""}]"
"54f3e72b6141a","""value"":""N;C;A4;L""}]"
"54f3ceecce155","""value"":""Y;U;A7;W""}]"
"54f407837189f","""value"":""N;U;A7;W""}]"
"54f5272cb4fbf","""value"":""N;C;I2;L""}]"
"54f458563b931","""value"":""N;U;I1;W""}]"
"54f4e42f0101e","""value"":""Y;B;A7;W""}]"
"54f3a012c8cfa","""value"":""N;C;A7;L""}]"
"54f3faa028b03","""value"":""Y;U;A1;W""}]"
"54f32678d83d4","""value"":""N;C;A7;L""}]"
"54f3d39e1899f","""value"":""Y;U;A7;W""}]"
"54f53b5bb766d","""value"":""N;U;A7;W""}]"
"54f51fcde90da","""value"":""N;U;I4;W""}]"
"54f69b8581b57","""value"":""Y;U;A1;W""}]"
"54f4fd624e8b4","""value"":""N;U;A7;W""}]"
"54f4aa1db9234","""value"":""N;U;I1;W""}]"
"54f38bd2a9a35","""value"":""N;U;A7;W""}]"
"54f549470c79d","""value"":""N;U;I2;W""}]"
"54f64ec7de62b","""value"":""N;U;A7;W""}]"
"54f4edf214341","""value"":""N;U;A7;W""}]"
"54ce3686a1fe6","""value"":""N;U;A4;W""}]"
"54f63252ef62c","""value"":""Y;U;A1;W""}]"
"54f65a1d00302","""value"":""N;C;A3;L""}]"
"54f3e30083baf","""value"":""N;U;A5;W""}]"
"54f422976a0a9","""value"":""N;U;I5;L""}]"
"54f675dd6437c","""value"":""Y;U;A5;W""}]"
"54f67ce3b77dc","""value"":""Y;U;A1;W""}]"
"54f3b2e96934c","""value"":""N;U;A7;W""}]"
"54f67e06d552b","""value"":""N;U;A7;W""}]"
"54f369e9eaf95","""value"":""N;U;I2;W""}]"
"54f51a08b1867","""value"":""N;U;I2;L""}]"
"54f48be9cd5d8","""value"":""N;U;A7;W""}]"
"54f5da16ed2a7","""value"":""N;U;A7;W""}]"
"54f3d5a79353d","""value"":""N;U;A7;W""}]"
"54f4bbe510139","""value"":""N;U;U;W""}]"
"54f3d90a61b8a","""value"":""N;U;A7;W""}]"
"54f48616b763d","""value"":""N;U;I4;W""}]"
"54f388f6cf0af","""value"":""Y;U;A7;W""}]"
"54f6ba2faf241","""value"":""N;U;A7;W""}]"
"54f3f44e6d8c5","""value"":""N;U;U;W""}]"
"54f53c401a583","""value"":""N;U;A7;W""}]"
"54f622b0b4d89","""value"":""N;C;A5;L""}]"
"54f69c7f522b5","""value"":""N;U;A7;W""}]"
"54baee8529395","""value"":""N;U;A5;W""}]"
"54f48c3f7f929","""value"":""N;C;I6;L""}]"
"54f60e698fa48","""value"":""N;U;A7;W""}]"
"54f4a086cf105","""value"":""N;U;A7;W""}]"
"54f32122a6584","""value"":""N;U;I5;W""}]"
"54f6a3a3abc58","""value"":""N;C;A1;L""}]"
"54f517e8c1667","""value"":""N;U;A2;L""}]"
"54f3def89d2f8","""value"":""N;U;A1;W""}]"
"54f50b853610a","""value"":""N;U;A7;W""}]"
"54f35f078475e","""value"":""N;U;A7;W""}]"
"54f6799b3a934","""value"":""N;U;A2;W""}]"
"54f6827dbe20c","""value"":""N;U;A7;W""}]"
"54ee449a533f0","""value"":""N;U;A7;L""}]"
"54f3dc9b120c1","""value"":""N;U;I2;W""}]"
"54f3e2aa0892f","""value"":""N;U;A7;W""}]"
"54f4ffd769213","""value"":""Y;U;A7;W""}]"
"54f35b12951cf","""value"":""N;U;A7;W""}]"
"54f4ac018bcea","""value"":""N;U;A2;W""}]"
"54f52e53a99ee","""value"":""N;U;A4;W""}]"
"54f36223e0757","""value"":""Y;U;A7;W""}]"
"54f676dd85692","""value"":""N;U;I3;W""}]"
"54f5afec19e58","""value"":""N;C;A2;L""}]"
"54f5bbd89b788","""value"":""N;U;A7;L""}]"
"54f4a0676d2ec","""value"":""N;U;A3;W""}]"
"54f676cfb9f23","""value"":""N;U;A7;W""}]"
"54f6499a6e260","""value"":""N;U;I2;W""}]"
"54f3b459f2aac","""value"":""N;U;A7;W""}]"
"54f67c70dc6be","""value"":""N;U;A3;W""}]"
"54f63f3519028","""value"":""N;U;A7;W""}]"
"54f541cc0f519","""value"":""N;U;A6;L""}]"
"54f3c08e70819","""value"":""Y;U;A4;W""}]"
"54f3d973692ec","""value"":""N;U;A3;W""}]"
"54f6a6c89b2c5","""value"":""N;U;A7;W""}]"
"54f67c9f0c244","""value"":""N;U;A7;W""}]"
"54f496c5777e1","""value"":""N;U;A7;W""}]"
"54f50d781be13","""value"":""N;U;U;W""}]"
"54f4f5cf71aea","""value"":""N;U;A5;W""}]"
"54f341803317c","""value"":""N;C;A7;L""}]"
"54f609cc9d409","""value"":""N;C;I2;L""}]"
"54f3993377890","""value"":""Y;U;A7;W""}]"
"54f3cb2fbace8","""value"":""N;U;U;W""}]"
"54f4b0863714f","""value"":""N;U;A7;W""}]"
"54f3c6684a9ef","""value"":""N;U;A4;W""}]"
"54f46cb4b53c8","""value"":""N;U;A7;W""}]"
"54f3da8d1f3a5","""value"":""N;U;A7;W""}]"
"54f5c8861a40d","""value"":""N;U;U;L""}]"
"54e800f6b2fb4","""value"":""Y;U;A7;W""}]"
"54f600d76a28c","""value"":""N;U;A6;W""}]"
"54f4b21c5999a","""value"":""Y;U;A7;W""}]"
"54f56e67eb259","""value"":""Y;U;A3;W""}]"
"54f5a3eed3fa8","""value"":""N;U;A1;W""}]"
"54f4e032e347b","""value"":""Y;U;A7;W""}]"
"54f60b65bdff7","""value"":""N;U;U;W""}]"
"54f6169c54e16","""value"":""N;U;U;W""}]"
"54f38aa922da1","""value"":""N;U;A2;W""}]"
"54f6810622b7d","""value"":""N;U;A1;W""}]"
"54f5e90706726","""value"":""N;U;A4;W""}]"
"54c2697331f2b","""value"":""N;C;I2;L""}]"
"54f630d221e6e","""value"":""N;U;A3;W""}]"
"54f3dde44ce38","""value"":""N;U;A7;W""}]"
"54f5048b6d9ed","""value"":""N;U;A7;W""}]"
"54f5b1d3b6e64","""value"":""Y;U;A1;W""}]"
"54f38da0205cf","""value"":""N;U;I2;L""}]"
"54f3af4be9d7e","""value"":""N;U;A2;W""}]"
"54f391c65efba","""value"":""N;U;A4;W""}]"
"54f5f8a4818ec","""value"":""N;U;A1;W""}]"
"54f4950bec5b9","""value"":""N;C;I2;L""}]"
"54f5244dad497","""value"":""Y;U;A6;W""}]"
"54f64cef9eb82","""value"":""Y;U;A1;W""}]"
"54f49ab3af43b","""value"":""N;U;A1;W""}]"
"54f6b9529a306","""value"":""N;U;A7;W""}]"
"54f3c7e104912","""value"":""N;C;I3;L""}]"
"54f42a94981af","""value"":""N;U;A7;W""}]"
"54f68c5058d1d","""value"":""N;C;A3;L""}]"
"54f35dcbcebed","""value"":""N;U;A7;W""}]"
"54f45a31ebc78","""value"":""Y;U;A4;W""}]"
"54f64465b7bd3","""value"":""Y;U;A1;W""}]"
"54f681d8d081b","""value"":""N;U;A2;W""}]"
"54f601306a8a9","""value"":""N;U;A3;W""}]"
"54f3a4f93182d","""value"":""N;U;A7;W""}]"
"54f5ae27f2a13","""value"":""N;C;U;L""}]"
"54f493fcb5702","""value"":""N;U;A7;W""}]"
"54f49aadaae0a","""value"":""N;U;U;W""}]"
"54f3ddcba8713","""value"":""N;C;I1;L""}]"
"54f4f5965fc2a","""value"":""N;B;A4;L""}]"
"54f62cbee0a2d","""value"":""Y;U;A7;W""}]"
"54f3d7872a999","""value"":""Y;U;A7;W""}]"
"54f38b9c0e81b","""value"":""N;U;A6;L""}]"
"54f3bc6c26bd1","""value"":""N;U;A4;W""}]"
"54f68517e5cf7","""value"":""N;U;A7;L""}]"
"54f48a736ee77","""value"":""Y;U;A6;W""}]"
"54f4e6d624343","""value"":""N;U;A7;W""}]"
"54f698e278ed2","""value"":""N;C;A7;L""}]"
"54f67e27b49f4","""value"":""N;U;A5;W""}]"
"54f5ef005c9c6","""value"":""Y;U;A4;W""}]"
"54f48aa4e54fb","""value"":""N;U;A3;L""}]"
"54f62158b3272","""value"":""Y;U;A7;W""}]"
"54f5cc7f74627","""value"":""N;U;I2;W""}]"
"54f51fe9792b7","""value"":""N;U;I1;W""}]"
"54f391911c757","""value"":""Y;U;A1;W""}]"
"54f4d7b8a04fb","""value"":""N;U;I2;W""}]"
"54f4a835bb74a","""value"":""N;U;A7;W""}]"
"54f3e0f521a31","""value"":""N;U;A7;W""}]"
"54f49bed173a7","""value"":""N;U;A7;W""}]"
"54f33a044c620","""value"":""N;U;I4;L""}]"
"54f3a5bf88e0d","""value"":""N;C;A7;W""}]"
"54f6694c83351","""value"":""N;U;A7;W""}]"
"54f50a2a8e1a7","""value"":""N;U;I2;W""}]"
"54f4825f2c73b","""value"":""N;B;A5;L""}]"
"54f4eba277d46","""value"":""Y;U;A1;W""}]"
"54f526e8807cf","""value"":""N;U;A7;W""}]"
"54f3a92cb3e9f","""value"":""N;U;U;W""}]"
"54f3c233a935a","""value"":""N;C;U;L""}]"
"54f3dcfad4218","""value"":""N;U;A1;W""}]"
"54f3845d4035b","""value"":""N;U;A7;W""}]"
"54f3af50a2320","""value"":""N;U;A1;L""}]"
"54f51bc15e67b","""value"":""Y;U;A1;W""}]"
"54f317e30e823","""value"":""N;U;A7;W""}]"
"54f475c3b89d0","""value"":""N;U;I5;L""}]"
"54f63c98e4c3e","""value"":""N;U;A6;L""}]"
"54f38020bddb3","""value"":""Y;U;A5;W""}]"
"54f4fe1194fc4","""value"":""N;U;U;L""}]"
"54f4959b39e11","""value"":""N;U;A5;W""}]"
"54f67b3aba644","""value"":""N;U;A7;W""}]"
"544f107884ef3","""value"":""N;U;A7;W""}]"
"54f5232900766","""value"":""Y;U;A1;W""}]"
"54f671f0673f3","""value"":""N;U;A7;W""}]"
"54f36f9875c63","""value"":""Y;U;A1;W""}]"
"54f37e753c498","""value"":""N;U;I4;W""}]"
"54f526651e16c","""value"":""N;U;A5;W""}]"
"54f3d6bf8167f","""value"":""N;C;A7;L""}]"
"54f3d77c60257","""value"":""N;C;I4;W""}]"
"54f3b9bfd9a7b","""value"":""Y;U;A1;W""}]"
"54f48f379f520","""value"":""N;C;A7;L""}]"
"54f341760ece3","""value"":""N;U;I3;W""}]"
"54ef6d9ad381b","""value"":""N;U;A7;W""}]"
"54f5c288b8b58","""value"":""N;U;A5;W""}]"
"54f5dfd1b796c","""value"":""N;U;A7;W""}]"
"54f4bcd05eb67","""value"":""N;C;I2;L""}]"
"54f5f4d0c6498","""value"":""N;U;A7;W""}]"
"54f3dd2cbb80b","""value"":""N;U;A7;W""}]"
"54f3c5bc88743","""value"":""N;U;A1;W""}]"
"54f36cca176c7","""value"":""N;U;I6;L""}]"
"54f3b23e928b3","""value"":""N;C;A2;L""}]"
"54f4961ccfbd4","""value"":""N;U;A7;W""}]"
"54f38a375abb8","""value"":""N;U;A7;W""}]"
"54f51b403a435","""value"":""N;C;A6;L""}]"
"54f66a7c57ff7","""value"":""N;U;A7;W""}]"
"54f3a28966479","""value"":""Y;U;A1;W""}]"
"54f53b6e68331","""value"":""N;U;A2;W""}]"
"54f55b047a933","""value"":""N;U;A7;W""}]"
"54f3799f38e5d","""value"":""N;U;A4;W""}]"
"54f3d47eb7d01","""value"":""N;U;A7;W""}]"
"54f69fbd537f4","""value"":""N;C;A4;L""}]"
"54f398a046168","""value"":""N;U;I2;W""}]"
"54f3ec85329af","""value"":""N;U;A7;W""}]"
"54f3c1a6a1eab","""value"":""N;U;A1;W""}]"
"54f4eaf82039e","""value"":""N;U;A1;W""}]"
"54f5f30e710a2","""value"":""N;C;I1;L""}]"
"54f3d0c6eaccb","""value"":""N;U;A7;W""}]"
"54f3f0502ead9","""value"":""N;U;A7;W""}]"
"54f68f8263a07","""value"":""N;U;A6;W""}]"
"54f56727ebf6b","""value"":""N;U;A7;W""}]"
"54f3dcd1b152e","""value"":""N;U;A1;L""}]"
"54f3d4600482c","""value"":""N;U;A7;W""}]"
"54f3939507aad","""value"":""N;U;A7;W""}]"
"54f48ae0441be","""value"":""N;U;I1;L""}]"
"54f4a1485c2d1","""value"":""N;U;A7;W""}]"
"54f4f6fc7635b","""value"":""N;C;A4;W""}]"
"54f4d9f938362","""value"":""N;C;A7;L""}]"
"54f4b35f90cbc","""value"":""Y;U;A7;W""}]"
"54f4e95e5f4f6","""value"":""Y;U;A2;W""}]"
"54f4928d2e8c6","""value"":""N;U;I1;W""}]"
"54f51b188da23","""value"":""N;U;A7;W""}]"
"54f686291b940","""value"":""N;U;I1;W""}]"
"54f68412d4520","""value"":""N;U;A7;W""}]"
"54f5ad3108164","""value"":""N;C;A7;W""}]"
"54f4c4e90dcbd","""value"":""N;U;A7;W""}]"
"54f3ab0dd118f","""value"":""N;C;U;L""}]"
"54f617797b690","""value"":""N;U;A6;W""}]"
"54f4055e96aad","""value"":""N;U;I1;W""}]"
"54f371cdb6723","""value"":""Y;U;A5;W""}]"
"54f38bfee4e36","""value"":""Y;U;A7;W""}]"
"54f64e14cd940","""value"":""N;U;I4;L""}]"
"54f52870787d9","""value"":""N;C;I3;L""}]"
"54f5c8d54b525","""value"":""N;U;A2;W""}]"
"54f5268b63087","""value"":""N;U;A7;W""}]"
"54f4b6336863f","""value"":""N;C;I4;L""}]"
"54e117182152b","""value"":""N;U;I5;W""}]"
"54f50d4fca11f","""value"":""N;U;A7;W""}]"
"54f39c7ccbb1b","""value"":""N;U;A7;W""}]"
"54f5ff56ddd4b","""value"":""N;U;A3;W""}]"
"54f682db7d269","""value"":""N;U;A3;W""}]"
"54f37b7f1157f","""value"":""N;U;I3;W""}]"
"54f53bb54fc55","""value"":""N;U;I5;L""}]"
"54f3d896731ba","""value"":""N;U;A1;L""}]"
"54f5c4335e6a0","""value"":""N;U;A7;W""}]"
"54f483905a1fc","""value"":""Y;U;A7;W""}]"
"54f39420d5e70","""value"":""N;C;I1;L""}]"
"54f64562773c4","""value"":""Y;U;A2;W""}]"
"54f59811c4e94","""value"":""Y;U;A7;W""}]"
"54f60d8816f43","""value"":""N;U;A7;W""}]"
"54f39a0bcb906","""value"":""Y;U;A2;W""}]"
"54f3a168917a8","""value"":""N;U;A7;W""}]"
"54f48afa6c525","""value"":""N;U;A7;W""}]"
"54f363011e90f","""value"":""N;U;A1;W""}]"
"54f414e73a784","""value"":""Y;U;A4;W""}]"
"54f53e9777a40","""value"":""N;U;A7;W""}]"
"54f471f406422","""value"":""N;C;A7;L""}]"
"54f340e0a3e4b","""value"":""Y;U;A7;W""}]"
"54f550ccb2074","""value"":""N;U;A6;W""}]"
"54f520da76027","""value"":""N;U;U;W""}]"
"54f673d2e38c3","""value"":""N;C;A1;L""}]"
"54f5fc29d41a0","""value"":""N;U;A7;W""}]"
"54f5d9e5afde3","""value"":""N;U;A7;W""}]"
"54f6569153b0a","""value"":""N;U;A7;W""}]"
"54f43b5f5b2c3","""value"":""N;U;A7;W""}]"
"54f4c73521ac9","""value"":""N;U;A4;W""}]"
"54f5c31f25973","""value"":""N;U;A7;W""}]"
"54f4aa9a62bd5","""value"":""Y;U;A5;W""}]"
"54f67a1a312d1","""value"":""N;U;A7;W""}]"
"54f3c6e62abb5","""value"":""N;C;I4;L""}]"
"54f4bcc595c56","""value"":""N;U;I4;W""}]"
"54f4bee17cce4","""value"":""N;U;A7;W""}]"
"54f6960aee569","""value"":""N;U;A7;W""}]"
"54f395eed67ab","""value"":""N;C;A5;L""}]"
"54f37f0e6e79a","""value"":""N;U;A1;W""}]"
"54f484f37251a","""value"":""Y;U;A1;W""}]"
"54f3e24a2c38d","""value"":""N;U;I1;W""}]"
"54f36b1d27961","""value"":""N;U;A7;W""}]"
"54f538449382f","""value"":""N;U;A7;W""}]"
"54f65c7935d20","""value"":""N;U;A1;W""}]"
"54f3e241614cc","""value"":""N;U;I1;W""}]"
"54f3b65d732e5","""value"":""N;C;I1;L""}]"
"54f4add3d289e","""value"":""Y;U;A7;W""}]"
"54f68f9146aa1","""value"":""N;U;I2;W""}]"
"54f4954a94721","""value"":""Y;U;A3;W""}]"
"54f44794eb9fe","""value"":""N;U;A7;W""}]"
"54f67c2e01a0b","""value"":""N;C;A4;L""}]"
"54f34c869f1d8","""value"":""N;U;I4;W""}]"
"54f3dc17e6273","""value"":""N;U;A7;W""}]"
"54f61935ceb7c","""value"":""N;U;A1;W""}]"
"54f316ab241dc","""value"":""N;U;A7;W""}]"
"54f5528ea41f9","""value"":""N;C;A7;L""}]"
"54f57c791eae6","""value"":""N;U;A3;W""}]"
"54f5e576955d3","""value"":""N;U;A7;W""}]"
"54f60cdb1cb3d","""value"":""N;U;A7;W""}]"
"54f49d0e8de74","""value"":""N;U;A7;W""}]"
"54f4fa90b94fe","""value"":""N;U;U;L""}]"
"54f63d128d4ca","""value"":""N;U;A4;W""}]"
"54f68317ef5b0","""value"":""Y;U;A4;W""}]"
"54f67e4ae9e48","""value"":""N;C;U;L""}]"
"54f6228f7cacc","""value"":""Y;U;A1;W""}]"
"54f4919881e6f","""value"":""N;U;A5;W""}]"
"54f3dbf1392ae","""value"":""N;U;I1;W""}]"
"54f3765389042","""value"":""N;U;I3;W""}]"
"54f334a48da25","""value"":""N;U;A7;L""}]"
"54f3d3d752151","""value"":""N;U;A7;W""}]"
"54f68073e9ec5","""value"":""N;C;I4;L""}]"
"54f47bc891799","""value"":""N;U;A5;W""}]"
"54f64ae5048d4","""value"":""N;U;A1;W""}]"
"54f67e5d461c8","""value"":""N;U;U;W""}]"
"54f47ea7447bc","""value"":""N;U;I1;W""}]"
"54f63f6b68f0c","""value"":""N;C;A7;L""}]"
"54f4e4b2ba9c6","""value"":""N;U;A7;W""}]"
"54f63f5061fab","""value"":""N;U;I3;L""}]"
"54f686e707f02","""value"":""N;C;I2;L""}]"
"54f461031b03b","""value"":""N;U;I2;W""}]"
"54f48693ada67","""value"":""N;U;A3;W""}]"
"54f4549008dd2","""value"":""N;U;A4;W""}]"
"54f48bbb8aa10","""value"":""N;U;A1;W""}]"
"54f3c781bca8e","""value"":""N;U;A7;W""}]"
"54f31a3011614","""value"":""N;U;A7;W""}]"
"54f3f197a4f48","""value"":""N;U;A7;W""}]"
"54f693275be56","""value"":""Y;U;A7;W""}]"
"54f524ae8e89d","""value"":""N;U;A7;W""}]"
"54f5604971837","""value"":""N;U;A3;W""}]"
"54f4713263503","""value"":""N;U;I1;W""}]"
"54f363cbe110f","""value"":""N;U;A7;W""}]"
"54f4300b0e683","""value"":""N;C;I2;L""}]"
"54f664e80d0a2","""value"":""N;U;A7;W""}]"
"54f396a921319","""value"":""N;U;A7;W""}]"
"54f4ff8ad6503","""value"":""N;U;A3;W""}]"
"54f4046a501d1","""value"":""N;C;U;L""}]"
"54f68b9bac989","""value"":""Y;U;A1;W""}]"
"546a7eac46468","""value"":""N;C;I3;L""}]"
"54f68a71bf845","""value"":""N;C;A1;L""}]"
"54f5a7db83fe8","""value"":""N;U;U;W""}]"
"54f4b35d14a97","""value"":""Y;U;A2;W""}]"
"54f3c53b0a742","""value"":""Y;U;A7;W""}]"
"54f4e3d3cbd47","""value"":""N;U;A7;W""}]"
"54f4998200ad5","""value"":""Y;U;A5;W""}]"
"54f4ad80488b8","""value"":""N;U;A7;W""}]"
"54f2e865dedc0","""value"":""N;U;A4;W""}]"
"54d8e2a98f41c","""value"":""N;C;A7;L""}]"
"54f44ef0eecf1","""value"":""N;U;A6;W""}]"
"54f4a6998d8cb","""value"":""N;U;A7;W""}]"
"54f3e05b3480f","""value"":""N;U;A6;L""}]"
"54f4cbefc0655","""value"":""N;U;I1;W""}]"
"54f63eaf99d56","""value"":""N;U;U;L""}]"
"54f4e629cc7b1","""value"":""N;U;A4;W""}]"
"54f4f2e1646b9","""value"":""Y;U;A3;W""}]"
"54f4d6be00269","""value"":""N;U;A1;W""}]"
"54f380d364ce5","""value"":""N;U;A7;L""}]"
"54f53ee2403c4","""value"":""N;U;I4;W""}]"
"54f3581aef6ef","""value"":""N;U;A7;W""}]"
"54f5d9090ee4c","""value"":""Y;U;A1;W""}]"
"54f550dd5ffd1","""value"":""N;U;A7;W""}]"
"54f324e8b74da","""value"":""Y;U;A6;W""}]"
"54f381f57762b","""value"":""N;U;A7;W""}]"
"54f5b1c61abed","""value"":""N;U;A7;W""}]"
"54f3daf6e34e3","""value"":""N;C;A7;L""}]"
"54f5228870451","""value"":""N;U;I2;W""}]"
"54f5269b65387","""value"":""N;C;A7;L""}]"
"54f3d9047bdea","""value"":""Y;U;A4;W""}]"
"54f3706c3fc33","""value"":""N;U;A7;W""}]"
"54f63a2d7f401","""value"":""N;U;A7;W""}]"
"54f540c38b3d2","""value"":""N;U;A7;W""}]"
"54f366a7d6047","""value"":""N;U;A1;W""}]"
"54ecb3532c552","""value"":""N;U;I2;W""}]"
"54f3440598210","""value"":""N;U;A7;W""}]"
"54f2fbf02ed4a","""value"":""N;U;A7;L""}]"
"54f123f378d4a","""value"":""N;C;A5;L""}]"
"54f4be2da6fbe","""value"":""N;U;A7;W""}]"
"54f57f1dd34e0","""value"":""N;C;A2;W""}]"
"54f47dbb7c2e6","""value"":""N;U;A7;W""}]"
"54f620ab133f3","""value"":""N;C;I1;L""}]"
"54f35076bacea","""value"":""Y;U;A7;W""}]"
"54f5bfad90db1","""value"":""Y;U;A7;W""}]"
"54f5b64ac8dee","""value"":""N;U;I1;W""}]"
"54f3ddce586f5","""value"":""N;U;A7;W""}]"
"54f5d3fa8523c","""value"":""Y;U;A1;W""}]"
"54f3d40dbcecd","""value"":""N;U;A7;W""}]"
"54f4955613a69","""value"":""N;U;U;L""}]"
"54f3d4d965170","""value"":""N;U;A7;W""}]"
"54f4ef0ef158a","""value"":""N;U;A1;W""}]"
"54f361e3afa03","""value"":""N;U;I1;W""}]"
"54f5b8b75734a","""value"":""N;U;A7;W""}]"
"54f51a514c17e","""value"":""N;U;U;L""}]"
"54b9974e1ba6c","""value"":""N;U;A7;W""}]"
"54f61e2bc2cbb","""value"":""N;U;A7;W""}]"
"54f34395af52d","""value"":""N;U;I2;W""}]"
"54f66d30152ee","""value"":""N;U;A7;W""}]"
"54f390a951901","""value"":""Y;U;A1;W""}]"
"54f50975588ea","""value"":""N;U;A7;W""}]"
"54f4e3bb16acf","""value"":""N;U;A5;W""}]"
"54f66d09692c5","""value"":""N;U;A1;W""}]"
"54f67ff0ad53a","""value"":""N;U;A7;W""}]"
"54810052cb4a2","""value"":""N;U;U;W""}]"
"54f52b7f90898","""value"":""N;U;A7;W""}]"
"54f6248673bf6","""value"":""N;U;A5;W""}]"
"54f37e0295aac","""value"":""N;U;A7;W""}]"
"54f522cc280f5","""value"":""N;U;A7;W""}]"
"54f674466009a","""value"":""N;U;A3;W""}]"
"54f5f02e4e216","""value"":""N;C;U;L""}]"
"54f3c91e8a516","""value"":""N;U;A6;W""}]"
"54f5e05f20fb5","""value"":""N;U;A2;W""}]"
"54f3dee219a2f","""value"":""Y;U;A4;W""}]"
"54f4101abb554","""value"":""N;U;A4;W""}]"
"54f5ddbbe070f","""value"":""N;U;A7;W""}]"
"54f3d3f54c1ff","""value"":""N;U;U;W""}]"
"54f65a588eb4d","""value"":""N;U;I2;W""}]"
"54f6003901cc4","""value"":""N;U;I2;W""}]"
"54f5124882e23","""value"":""Y;U;A7;W""}]"
"54f46caaaf5d6","""value"":""N;U;A7;L""}]"
"54f5cc970ca11","""value"":""N;U;A3;W""}]"
"54f4aa8d4591e","""value"":""N;U;A7;W""}]"
"54f47b526035b","""value"":""Y;U;A1;W""}]"
"54f667b4c5dd4","""value"":""N;U;A4;W""}]"
"54f5db109daa7","""value"":""Y;U;A1;W""}]"
"54f546d770b25","""value"":""Y;U;A7;W""}]"
"54f4f4999e84d","""value"":""N;U;A7;W""}]"
"54f462ac5e4c8","""value"":""N;U;A7;W""}]"
"54f3d7e0697c7","""value"":""N;U;A7;W""}]"
"54f50ba7ceefc","""value"":""N;U;A5;W""}]"
"54f3ae583175f","""value"":""N;U;I1;W""}]"
"54f5c18bf1ffa","""value"":""Y;U;A7;W""}]"
"54f4f2ae55f81","""value"":""Y;U;A1;W""}]"
"54f3721d77357","""value"":""Y;U;A1;W""}]"
"54f54cb9a5f8c","""value"":""N;U;A2;L""}]"
"54f50fd2c72a2","""value"":""N;C;I4;L""}]"
"54f5226c99d65","""value"":""Y;U;A1;W""}]"
"54f405cb3d0d7","""value"":""N;U;I2;W""}]"
"54f358d86534a","""value"":""N;U;A7;W""}]"
"54f3bec2dd59b","""value"":""Y;U;A1;W""}]"
"54f379e1ac2b6","""value"":""N;U;U;W""}]"
"54f359582540a","""value"":""N;U;A7;W""}]"
"54f397b01bf9b","""value"":""N;U;I1;W""}]"
"54f326a248572","""value"":""N;C;A3;L""}]"
"54f3f532a6bdb","""value"":""N;U;A4;W""}]"
"54f49acd5da13","""value"":""Y;U;A1;W""}]"
"54f3925c7679e","""value"":""N;C;I2;L""}]"
"54f34bd522562","""value"":""N;U;A7;W""}]"
"54f31683b28fb","""value"":""N;U;A7;W""}]"
"54f648976ac62","""value"":""N;U;A7;W""}]"
"54f46fee6b5c3","""value"":""N;U;A7;W""}]"
"54f6817e6d154","""value"":""N;U;A7;W""}]"
"54f5e700d2748","""value"":""N;C;A4;L""}]"
"54f4419b1eb4c","""value"":""Y;U;A7;W""}]"
"54f35a1c6cf98","""value"":""N;U;A7;W""}]"
"54f40cb29b24d","""value"":""N;U;I1;W""}]"
"54f69e2bcbee0","""value"":""N;U;I6;W""}]"
"54f4fcc757e62","""value"":""N;U;A7;W""}]"
"54f525426e116","""value"":""N;U;A7;W""}]"
"54f67f4e35a99","""value"":""Y;U;A1;W""}]"
"54f4bfc9bd477","""value"":""Y;U;A1;W""}]"
"54f45edd13582","""value"":""N;U;A7;W""}]"
"54f4d55080113","""value"":""N;C;A7;L""}]"
"54f534614d44b","""value"":""N;U;U;W""}]"
"54f383ee53069","""value"":""N;U;U;W""}]"
"54f40656a4be4","""value"":""Y;U;A1;W""}]"
"54f5d4e063d6a","""value"":""N;U;A4;W""}]"
"54f3d683ebe92","""value"":""N;U;A7;W""}]"
"54f6630b5a699","""value"":""N;U;I2;W""}]"
"54f4ef0404d9c","""value"":""N;U;A7;W""}]"
"54f67ca8260cd","""value"":""N;U;A7;W""}]"
"54f5240f42515","""value"":""N;U;I2;L""}]"
"54dc98896683a","""value"":""N;U;A7;W""}]"
"54f3fcdd604fa","""value"":""N;U;A4;L""}]"
"54f5eb32d1a5b","""value"":""N;U;A1;W""}]"
"54f34bd1a812a","""value"":""N;C;A2;L""}]"
"54f34aa1e1f00","""value"":""Y;U;A1;W""}]"
"54f47d97846bc","""value"":""N;U;I4;L""}]"
"54f5337f14bd6","""value"":""N;U;A4;W""}]"
