,Date,delta_price_A,delta_price_B,delta_price_C,delta_price_D
56,2018-08-22,-0.0012925589519651255,-0.001914266833136746,-0.00045502083964569986,-0.000593640435756666
57,2018-08-23,0.0003148034085139501,0.0006276746886707466,-0.0005252258800613798,-0.001327895945547535
58,2018-08-24,0.0016435325326310181,0.0025441241894184918,0.003328353793569123,0.006018408432185692
59,2018-08-27,0.008448481298362797,0.007751871586281777,0.00803124505846713,0.007895339017935443
60,2018-08-28,0.004985124540527793,0.0017937875500611106,0.0024941146510280257,0.00048317344358866877
61,2018-08-29,-0.00048220463584714275,0.004545062120081905,0.0016932308574961923,0.0053807875622577574
62,2018-08-30,0.0026881651132041537,-0.0013025468328835648,-0.0008969263739560761,-0.004048383955907033
63,2018-08-31,-0.0037808688816878735,-0.0018876545452869492,-0.0011738977113230555,3.448157221426582e-05
64,2018-09-04,0.0,-0.0020632268633350255,-0.0021086659788516,-0.0017222968669511685
65,2018-09-05,-0.0014835495650502638,-0.0019640123278870745,-0.0027365180100999207,-0.0026914150836161808
66,2018-09-06,-0.0008984140023024998,-0.0005179705573486724,-0.0030915104853497795,-0.003010050870186721
67,2018-09-07,-0.00750469668002138,-0.002728861194820458,-0.0010104843205574834,-0.001943357829770183
68,2018-09-10,0.006132758145305065,0.0011776826666705595,0.004080827444900518,0.0017385256939111467
69,2018-09-11,-0.0047447359127496,0.0017643889569626573,-0.0031262817297783236,0.0032974036106058853
70,2018-09-12,0.005880930610031121,0.0008634087734792101,0.004355704063304953,0.00024219686181074104
71,2018-09-13,0.004358987783567231,0.0042788856154128375,0.0061408907207792796,0.005914471602007324
72,2018-09-14,0.0025488804841480727,0.0007902006352673382,0.0,0.00017198364073772737
73,2018-09-17,-0.0008245413373500807,-0.00140764244681595,-0.003344831034482648,-0.0052943102775317875
74,2018-09-18,-0.004263874458953433,0.0024754247305624464,0.0017990831463828524,0.005426169978933814
75,2018-09-19,0.0048001038138037865,0.0003773064164378873,0.004420649466578573,0.0010656113428122362
76,2018-09-20,0.0057394714034456,0.007713668567906555,0.001409768656352347,0.008103790920597
77,2018-09-21,0.0015376605280722794,-0.0024494828709976835,0.0019571762792603784,-0.005415890286826804
78,2018-09-24,-0.005970862273989045,-0.005865906125550992,-0.004934728110309607,-0.003322035114970784
79,2018-09-25,0.0006521692956982364,0.0005145591766723582,0.0003788821224451006,-0.0009277335241738655
80,2018-09-26,-0.0021266936580342016,0.0020229590678475552,-0.003683582206969744,-0.002992244196044771
81,2018-09-27,-0.00171874460529037,-0.0011291610022295805,0.002384167756688855,0.002794249296359747
82,2018-09-28,-0.0014462793781719633,-0.002158216544027668,-0.0005170423884789316,0.00010319928375099479
83,2018-10-01,0.007310579927258928,0.00566463198868657,0.0035523330138712847,0.0034741675719794133
84,2018-10-02,-0.0018828079430423693,-0.001945884728847243,0.0005498796960318175,-0.0005827751468462499
85,2018-10-03,0.004047166991680286,0.0029073951416436405,0.0006182317466734011,0.0005487824156177988
86,2018-10-04,-0.005328950786668924,-0.006718737629919386,-0.012563514046599488,-0.007815710243330129
87,2018-10-05,-0.005117078905898702,-0.0033305900058572587,-0.005005920113941342,-0.0055969976119611044
88,2018-10-08,-0.009113238226288555,-0.007062349115257801,-0.002515550965985665,0.0
89,2018-10-09,0.00118455674695942,0.0022204704662395266,0.004448297723292503,-0.0014592904933116173
90,2018-10-10,-0.0019486689542779988,-0.006750609642245809,-0.03100039872024414,-0.031663208733400346
91,2018-10-11,-0.0339922617644577,-0.027918196954889108,-0.027062112655424735,-0.022026501129421543
92,2018-10-12,-0.001118803286214992,-0.006489774252200261,0.007434569135665629,0.013888374249370493
93,2018-10-15,-0.004407995983986633,-0.00018039987268247444,0.0070859236899423065,-0.005617024579074933
94,2018-10-16,0.0038106261866359538,0.013644231436622491,0.0064528584667673805,0.02186588969094511
95,2018-10-17,0.013882848578101568,0.001175083654207077,0.005397149136885529,0.00017838088826786053
96,2018-10-18,-0.003708486637366378,-0.0038413196622725768,-0.009331305010313623,-0.014441140405442459
97,2018-10-19,-0.008124513417133465,-0.0027493804432974886,0.0018183801803164704,-0.0005426700551954152
98,2018-10-22,-0.0004691119606481544,-0.006945947308812595,-0.0038479580213888814,-0.0044886515837103255
99,2018-10-23,-0.021841111913357344,-0.008977466594541305,-0.021136324898708942,-0.005090814694345226
100,2018-10-24,0.008783815813228315,-0.0040382181401793045,-0.014556320383994584,-0.030298521451985822
101,2018-10-25,-0.0217684933340301,-0.007123071043137436,0.005780124407398875,0.01794052417615096
102,2018-10-26,-0.005460363425455092,-0.0029800154738973484,-0.014799240646089267,-0.017587382363136738
103,2018-10-29,0.010830230367054028,-0.0027675276752767526,-0.009302691357946426,-0.005540278415647087
104,2018-10-30,-0.019084729274615898,-0.007881609620721491,0.012584140559919823,0.014818480339108694
105,2018-10-31,0.026472411180106438,0.019058690494157187,0.026603831457202635,0.01068086834779671
106,2018-11-01,0.0035101127694834354,0.0018299600331970855,0.0009625722079550817,0.010641853995457895
107,2018-11-02,0.011597915796805955,0.0054798521890973804,-0.0029218469760735367,-0.005922982489745136
108,2018-11-05,-0.008407636032757078,-0.004432659779968428,0.006528469253733075,0.005516936692213577
109,2018-11-06,0.0032300873349721338,0.004707776916616886,0.007002004636034511,0.006327882896527921
110,2018-11-07,0.015512918525572964,0.021067992200566397,0.01401642086001836,0.021408894689751667
111,2018-11-08,0.009187155996448693,0.0004268765472739276,0.007723452073064919,-0.0018149175540046508
112,2018-11-09,-0.0038555783721882053,-0.007040790103688218,-0.010887500856358581,-0.009768235294117567
113,2018-11-12,-0.006594262289339145,-0.006374441569060274,-0.01517127636396184,-0.018685205980515505
114,2018-11-13,-0.014791319926466928,-0.007676796904386786,-0.002720651594567791,-0.0018711119598715357
115,2018-11-14,0.0039181515825282365,-0.0026150511531459965,-0.010322536405529898,-0.006836675783552686
116,2018-11-15,-0.019623595424225274,-0.003896347760260782,-0.0053641346084201055,0.010436627959883267
117,2018-11-16,0.011198787153801446,0.004423451634821004,0.015729676202026956,0.0026006227697854783
118,2018-11-19,0.004635854734454154,-0.00498633303002736,-0.011577685572800402,-0.016914495356521148
119,2018-11-20,-0.02816335227233187,-0.023337496829733333,-0.01835346316829836,-0.018506172013983493
120,2018-11-21,0.0018842328469380943,0.0005617752808988479,0.00706827300934702,0.0034075193739118177
121,2018-11-23,-0.01008046397053686,-0.008721643467452285,-0.007320489516603719,-0.006678699997983962
122,2018-11-26,0.00987919321055688,0.01106409229873642,0.008628840003033907,0.016144349477682812
123,2018-11-27,0.002106994514662305,0.002427615312791755,0.0012060300174272628,0.0033644635514018407
124,2018-11-28,0.012240031722460576,0.023025309754664245,0.010050376269662337,0.023025309754664245
