,Date,delta_price_E,delta_price_F,delta_price_G,delta_price_H
57,2018-08-23,0.004222741509561966,0.004302967853412767,0.004172461752433936,-0.0014359604709594856
58,2018-08-24,0.003651593348135605,0.003185948862632029,0.0047645484764543555,0.00929199652723455
59,2018-08-27,0.011025358688821126,0.009363143805422192,0.009649316223812768,0.010192898075249767
60,2018-08-28,0.007797208542984004,0.0036888793249188045,0.006061929954333762,0.0014647119771014103
61,2018-08-29,0.0005409890110805096,0.0098367309515353,0.0034741070270649646,0.011537858125031835
62,2018-08-30,0.007840869814990017,0.0036395205232182468,0.005030790841551332,-0.001767168208011891
63,2018-08-31,-0.0010731408661568346,-0.0018131985534727488,0.0010226761782590659,0.0012874309041910512
64,2018-09-04,-0.0005370663001367103,-0.0041671066843132305,-0.006075868503621176,-0.00428603281926698
65,2018-09-05,-0.0030094475170954014,-0.004560037700430337,-0.01098187143147836,-0.012913688041527484
66,2018-09-06,-0.01072663301581212,-0.009700905259484171,-0.012252515666953215,-0.008939760298824038
67,2018-09-07,-0.016509557110606227,-0.005877561904761945,-0.0007752796458603139,-0.003850156799407677
68,2018-09-10,0.009141240997229875,-0.0022992171927433457,0.0016071491730531415,0.003368118804217693
69,2018-09-11,-0.0063683175306610005,0.006419742112482812,-0.0011619100572546892,0.007704127186307865
70,2018-09-12,0.010276816114790489,-0.002398876920716097,0.0027143307619248856,-0.002948847830625931
71,2018-09-13,0.004757970858365675,0.010383697898867653,0.014529606500458637,0.010680233205386842
72,2018-09-14,0.005116497903785764,0.00037858069075660697,-0.0020692877481445935,-0.0029263209392853635
73,2018-09-17,-0.005307110250035621,-0.006163822754752404,-0.011404545765703043,-0.014403005206723113
74,2018-09-18,-0.011922844531031748,-0.0004352429186142935,0.0012695037949936937,0.008271754897358662
75,2018-09-19,0.007603669414191665,-0.002340352742401388,0.0006064002405645676,-0.0007656913315617711
76,2018-09-20,0.0059605841844094214,0.009110736348433079,0.01107381992931021,0.011056398648983012
77,2018-09-21,0.006849282192079812,0.002757176824581428,-0.00021800348260672588,-0.0054677024390010565
78,2018-09-24,-0.017114771530532452,-0.008194894504957726,-0.011881366075460325,0.0009797615434197341
79,2018-09-25,0.009667646091716919,0.0017394650349191654,0.010369497897912291,0.0013595084091549755
80,2018-09-26,0.002665823433608853,0.00927939010896127,0.003985211419895725,0.0007060117340394428
81,2018-09-27,0.0039066792635917445,0.0026883165038895504,0.005491783905349584,0.008465827134838545
82,2018-09-28,0.0015673656563103696,-0.0011260978839053215,0.00027040342061870345,-0.00021529892681175432
83,2018-10-01,0.00841830995001134,0.006710328573708012,0.003946564286389336,0.0020453469740967763
84,2018-10-02,-0.004602129946008642,-0.0018664000526124227,-0.0020462574374731533,-0.0022559918596550266
85,2018-10-03,0.002795570205783835,-0.0011218720368260712,0.0018346481068285897,0.0010766998654104776
86,2018-10-04,-0.007130231100253249,-0.00882491304046146,-0.024776504906247915,-0.019198666617886447
87,2018-10-05,-0.015334751868273438,-0.01268080029804881,-0.014525599409318513,-0.012227277875115853
88,2018-10-08,-0.015573574163338653,-0.012734338893073556,-0.008406658402996182,-0.006105973003806975
89,2018-10-09,-0.0018940006262477805,0.002103659223337414,0.010286593975053195,0.0032393297418710876
90,2018-10-10,-0.003739245597581827,-0.013258252938719477,-0.04055944055944056,-0.04397933964317382
91,2018-10-11,-0.04195838445908871,-0.029224057474640488,-0.021516046647230277,-0.012403133113681504
92,2018-10-12,0.018418862860042923,0.008419879184078972,0.018592426179517556,0.02783019359091294
93,2018-10-15,-0.0026410461347078492,-0.004689511582468936,0.0036857487029793023,-0.012104175741571563
94,2018-10-16,0.0017845661591619267,0.02074236465867941,0.012473764426133818,0.029092351177942736
95,2018-10-17,0.023330639620029014,0.003433723729819046,0.010190005933045584,0.00039494413500192315
96,2018-10-18,-0.008198601659943931,-0.008863469338703883,-0.01726790324689178,-0.02318235750621292
97,2018-10-19,-0.011550181506912519,-0.0034524905148710988,-0.00028997332069158636,-0.0009238307337268223
98,2018-10-22,-0.002978600034613358,-0.004657278170040647,0.001160142706422292,0.0051439138794610985
99,2018-10-23,-0.019648391585067225,-0.006390841654778823,-0.021843612534761178,-0.003680064316484144
100,2018-10-24,0.014240553294893158,-0.004422006419858542,-0.02239079400109267,-0.045766767570456196
101,2018-10-25,-0.029814542042515713,-0.007383473653764017,0.012845438014530417,0.03459539215181802
102,2018-10-26,-0.016139639899002196,-0.012319822032545006,-0.017528164213252918,-0.02572193412512487
103,2018-10-29,0.02427366872167693,-0.0005884090131863055,-0.025208549600159613,-0.020580870740888827
104,2018-10-30,-0.03817745247182702,-0.02248915564294639,0.011993247847916859,0.01647982641621821
105,2018-10-31,0.036067557603686566,0.03137802469071424,0.040306142840137595,0.023505358287190983
106,2018-11-01,0.008599288595637874,0.00578105109489049,0.0014240299630249918,0.013190383392223058
107,2018-11-02,0.008584653024680594,0.0017998025487749338,-0.00331791683444676,-0.015575921371334643
108,2018-11-05,-0.011251635348053585,-0.016748762386286302,-0.00677683386769204,-0.0024796197166247133
109,2018-11-06,-0.0037146519912270005,0.009018024071247679,0.00981565106756456,0.007575745424773672
110,2018-11-07,0.01958926425052224,0.02564402096332714,0.018669950102714807,0.03136746265955532
111,2018-11-08,0.014395147517965796,-0.0015947089464095328,0.010240356380996128,-0.006378830090228548
112,2018-11-09,-0.0110436773587685,-0.011694255361764048,-0.019985030813078626,-0.01685201697830964
113,2018-11-12,-0.014522912520709242,-0.015064940836940901,-0.023389814917964026,-0.030258872895082212
114,2018-11-13,-0.018846910921040492,-0.006797954798393952,-0.0010831207581047141,0.0008416942122082634
115,2018-11-14,0.006043887223721443,-0.004602307165501725,-0.010542168674698794,-0.007629026205147918
116,2018-11-15,-0.019152992480162733,-0.0009484528917923746,-0.004809698630136873,0.017493940995652615
117,2018-11-16,0.009399654677974116,-0.0013646315981511521,0.014193025208912323,-0.0035100006784459983
118,2018-11-19,0.0015019525653701274,-0.008377422712583092,-0.02557610101083438,-0.032477623880596974
119,2018-11-20,-0.04997001889568125,-0.03307363210570266,-0.027299666900443473,-0.01789457013321691
120,2018-11-21,0.018816765132814578,0.003655942382700912,0.013364672138844446,0.007602355928565909
121,2018-11-23,-0.014006878933738759,-0.006976631431890966,-0.0008792313227214726,-0.007233198454610977
122,2018-11-26,0.014771551065976567,0.013243005800621951,0.010497196819340034,0.023114074732752003
123,2018-11-27,0.0034687685397823977,0.00539979747561032,0.002612577836917652,0.0033765301944657993
124,2018-11-28,0.01641977777777787,0.029600188113511502,0.014207768330154974,0.032183033135303095
